obec,strana,pocet
538175,1,48
538175,18,7
538175,10,115
538175,14,1
538175,5,1
538175,15,89
538175,12,0
538175,2,195
538175,7,61
538175,3,441
538175,13,1
538175,11,17
538213,8,523
538213,17,372
538213,1,191
538213,18,198
538213,10,299
538213,14,4
538213,5,25
538213,15,800
538213,12,4
538213,2,1531
538213,7,263
538213,3,2701
538213,13,12
538213,11,151
547344,8,211
547344,17,164
547344,1,88
547344,18,43
547344,10,156
547344,14,0
547344,5,6
547344,15,377
547344,12,0
547344,2,555
547344,7,129
547344,3,1061
547344,13,2
547344,11,84
538302,8,114
538302,17,40
538302,1,38
538302,18,19
538302,10,84
538302,14,0
538302,5,5
538302,15,66
538302,12,1
538302,2,242
538302,7,109
538302,3,786
538302,13,1
538302,11,14
538353,8,21
538353,17,18
538353,1,9
538353,18,3
538353,10,29
538353,14,0
538353,5,1
538353,15,34
538353,12,1
538353,2,94
538353,7,16
538353,3,180
538353,13,1
538353,11,15
547417,8,746
547417,17,394
547417,1,184
547417,18,136
547417,10,317
547417,14,6
547417,5,26
547417,15,664
547417,12,5
547417,2,2115
547417,7,349
547417,3,3035
547417,13,23
547417,11,150
538736,8,45
538736,17,35
538736,1,14
538736,18,13
538736,10,84
538736,14,1
538736,5,4
538736,15,72
538736,12,3
538736,2,170
538736,7,23
538736,3,359
538736,13,4
538736,11,29
538949,8,279
538949,17,165
538949,1,110
538949,18,66
538949,10,165
538949,14,4
538949,5,10
538949,15,233
538949,12,1
538949,2,733
538949,7,180
538949,3,1491
538949,13,3
538949,11,63
539007,8,121
539007,17,64
539007,1,30
539007,18,24
539007,10,68
539007,14,1
539007,5,3
539007,15,134
539007,12,1
539007,2,314
539007,7,41
539007,3,510
539007,13,1
539007,11,35
500224,8,6409
500224,17,2379
500224,1,2079
500224,18,1093
500224,10,3652
500224,14,23
500224,5,181
500224,15,5575
500224,12,44
500224,2,13318
500224,7,2985
500224,3,32182
500224,13,82
500224,11,1484
547387,8,1440
547387,17,582
547387,1,462
547387,18,250
547387,10,754
547387,14,6
547387,5,65
547387,15,1002
547387,12,6
547387,2,3087
547387,7,754
547387,3,6561
547387,13,19
547387,11,193
538078,8,13
538078,17,9
538078,1,12
538078,18,2
538078,10,9
538078,14,0
538078,05,0
538078,15,12
538078,12,0
538078,2,42
538078,7,5
538078,3,68
538078,13,0
538078,11,7
547379,8,53
547379,17,29
547379,1,10
547379,18,9
547379,10,34
547379,14,1
547379,05,0
547379,15,42
547379,12,1
547379,2,115
547379,7,31
547379,3,271
547379,13,0
547379,11,17
538205,8,100
538205,17,44
538205,1,27
538205,18,15
538205,10,62
538205,14,1
538205,5,4
538205,15,75
538205,12,0
538205,2,248
538205,7,71
538205,3,391
538205,13,3
538205,11,26
538361,8,61
538361,17,41
538361,1,22
538361,18,7
538361,10,52
538361,14,0
538361,5,6
538361,15,106
538361,12,5
538361,2,177
538361,7,37
538361,3,362
538361,13,2
538361,11,27
538388,8,7
538388,17,11
538388,1,3
538388,18,4
538388,10,4
538388,14,0
538388,5,1
538388,15,17
538388,12,0
538388,2,46
538388,7,6
538388,3,58
538388,13,0
538388,11,21
538400,8,7
538400,17,9
538400,1,2
538400,18,1
538400,10,29
538400,14,0
538400,5,1
538400,15,10
538400,12,0
538400,2,38
538400,7,12
538400,3,52
538400,13,0
538400,11,4
538531,8,15
538531,17,8
538531,1,9
538531,18,0
538531,10,4
538531,14,0
538531,05,0
538531,15,2
538531,12,0
538531,2,30
538531,7,4
538531,3,63
538531,13,0
538531,11,1
547395,8,293
547395,17,112
547395,1,174
547395,18,45
547395,10,236
547395,14,0
547395,5,6
547395,15,176
547395,12,0
547395,2,534
547395,7,144
547395,3,1106
547395,13,3
547395,11,25
547409,8,41
547409,17,24
547409,1,15
547409,18,6
547409,10,24
547409,14,0
547409,5,1
547409,15,43
547409,12,3
547409,2,87
547409,7,39
547409,3,231
547409,13,1
547409,11,10
538931,8,197
538931,17,138
538931,1,98
538931,18,35
538931,10,154
538931,14,1
538931,5,20
538931,15,183
538931,12,1
538931,2,600
538931,7,121
538931,3,949
538931,13,4
538931,11,72
547034,8,4644
547034,17,1940
547034,1,1354
547034,18,921
547034,10,2373
547034,14,23
547034,5,181
547034,15,3677
547034,12,33
547034,2,9738
547034,7,2155
547034,3,19248
547034,13,48
547034,11,680
547042,8,208
547042,17,92
547042,1,69
547042,18,29
547042,10,153
547042,14,6
547042,5,3
547042,15,184
547042,12,0
547042,2,328
547042,7,118
547042,3,1102
547042,13,6
547042,11,45
539724,8,62
539724,17,39
539724,1,28
539724,18,6
539724,10,42
539724,14,0
539724,5,5
539724,15,47
539724,12,0
539724,2,140
539724,7,31
539724,3,332
539724,13,1
539724,11,27
539791,8,70
539791,17,26
539791,1,22
539791,18,7
539791,10,72
539791,14,0
539791,5,4
539791,15,28
539791,12,0
539791,2,75
539791,7,28
539791,3,336
539791,13,1
539791,11,15
547107,8,3140
547107,17,1355
547107,1,851
547107,18,714
547107,10,1356
547107,14,12
547107,5,95
547107,15,2726
547107,12,28
547107,2,6475
547107,7,1349
547107,3,12581
547107,13,47
547107,11,473
547051,8,405
547051,17,179
547051,1,101
547051,18,58
547051,10,147
547051,14,3
547051,5,18
547051,15,221
547051,12,2
547051,2,684
547051,7,191
547051,3,1834
547051,13,8
547051,11,42
539694,8,2516
539694,17,1024
539694,1,593
539694,18,417
539694,10,1092
539694,14,8
539694,5,92
539694,15,1369
539694,12,14
539694,2,4703
539694,7,1120
539694,3,9663
539694,13,37
539694,11,251
529303,8,647
529303,17,569
529303,1,248
529303,18,208
529303,10,605
529303,14,12
529303,5,27
529303,15,739
529303,12,31
529303,2,2435
529303,7,353
529303,3,3148
529303,13,22
529303,11,353
532568,8,6
532568,17,7
532568,01,0
532568,18,0
532568,10,59
532568,14,0
532568,05,0
532568,15,2
532568,12,0
532568,2,52
532568,7,9
532568,3,37
532568,13,0
532568,11,3
530743,8,2
530743,17,21
530743,1,3
530743,18,1
530743,10,20
530743,14,0
530743,5,3
530743,15,16
530743,12,0
530743,2,50
530743,7,2
530743,3,24
530743,13,0
530743,11,9
532380,8,3
532380,17,7
532380,1,1
532380,18,1
532380,10,15
532380,14,0
532380,05,0
532380,15,14
532380,12,0
532380,2,27
532380,07,0
532380,3,12
532380,13,1
532380,11,4
532096,8,3
532096,17,6
532096,01,0
532096,18,0
532096,10,18
532096,14,0
532096,5,1
532096,15,4
532096,12,0
532096,2,19
532096,7,1
532096,3,22
532096,13,0
532096,11,1
532924,8,30
532924,17,22
532924,1,6
532924,18,1
532924,10,13
532924,14,1
532924,5,2
532924,15,29
532924,12,1
532924,2,74
532924,7,19
532924,3,100
532924,13,3
532924,11,17
529451,8,93
529451,17,240
529451,1,39
529451,18,35
529451,10,233
529451,14,1
529451,5,18
529451,15,179
529451,12,18
529451,2,665
529451,7,101
529451,3,712
529451,13,10
529451,11,131
532690,08,0
532690,17,12
532690,1,2
532690,18,2
532690,10,16
532690,14,0
532690,5,1
532690,15,2
532690,12,0
532690,2,11
532690,7,3
532690,3,24
532690,13,0
532690,11,3
529478,8,6
529478,17,9
529478,1,2
529478,18,0
529478,10,13
529478,14,0
529478,5,1
529478,15,3
529478,12,0
529478,2,13
529478,7,9
529478,3,15
529478,13,0
529478,11,3
529486,8,53
529486,17,66
529486,1,19
529486,18,9
529486,10,184
529486,14,0
529486,5,5
529486,15,73
529486,12,1
529486,2,244
529486,7,18
529486,3,218
529486,13,9
529486,11,40
529516,8,108
529516,17,102
529516,1,23
529516,18,15
529516,10,106
529516,14,1
529516,5,10
529516,15,63
529516,12,14
529516,2,341
529516,7,70
529516,3,605
529516,13,3
529516,11,49
529532,8,16
529532,17,17
529532,1,2
529532,18,2
529532,10,50
529532,14,0
529532,5,1
529532,15,17
529532,12,0
529532,2,42
529532,7,4
529532,3,56
529532,13,1
529532,11,15
529541,8,4
529541,17,5
529541,1,6
529541,18,2
529541,10,4
529541,14,0
529541,05,0
529541,15,16
529541,12,0
529541,2,26
529541,7,5
529541,3,42
529541,13,1
529541,11,5
529567,8,8
529567,17,11
529567,1,2
529567,18,2
529567,10,10
529567,14,1
529567,05,0
529567,15,18
529567,12,2
529567,2,50
529567,7,4
529567,3,58
529567,13,0
529567,11,7
532746,8,2
532746,17,5
532746,01,0
532746,18,0
532746,10,16
532746,14,0
532746,05,0
532746,15,2
532746,12,0
532746,2,11
532746,07,0
532746,3,8
532746,13,1
532746,11,3
529621,8,26
529621,17,59
529621,1,37
529621,18,14
529621,10,98
529621,14,0
529621,5,14
529621,15,91
529621,12,0
529621,2,236
529621,7,31
529621,3,157
529621,13,5
529621,11,45
529648,8,35
529648,17,46
529648,1,7
529648,18,23
529648,10,69
529648,14,1
529648,5,9
529648,15,88
529648,12,2
529648,2,167
529648,7,40
529648,3,102
529648,13,1
529648,11,17
532151,8,1
532151,17,3
532151,1,1
532151,18,0
532151,10,5
532151,14,0
532151,5,4
532151,15,5
532151,12,0
532151,2,8
532151,7,1
532151,3,16
532151,13,0
532151,11,2
532843,8,5
532843,17,6
532843,01,0
532843,18,2
532843,10,18
532843,14,0
532843,5,3
532843,15,2
532843,12,0
532843,2,5
532843,07,0
532843,3,10
532843,13,0
532843,11,0
529702,8,11
529702,17,90
529702,1,7
529702,18,16
529702,10,47
529702,14,0
529702,5,3
529702,15,21
529702,12,1
529702,2,102
529702,7,16
529702,3,129
529702,13,2
529702,11,17
532932,8,4
532932,17,0
532932,01,0
532932,18,0
532932,10,3
532932,14,0
532932,05,0
532932,15,0
532932,12,0
532932,2,10
532932,7,8
532932,3,2
532932,13,0
532932,11,1
529737,8,5
529737,17,10
529737,1,4
529737,18,1
529737,10,20
529737,14,0
529737,5,1
529737,15,29
529737,12,0
529737,2,63
529737,7,11
529737,3,70
529737,13,0
529737,11,5
529745,8,15
529745,17,18
529745,1,3
529745,18,2
529745,10,9
529745,14,0
529745,5,2
529745,15,34
529745,12,1
529745,2,41
529745,7,6
529745,3,102
529745,13,1
529745,11,8
532886,8,2
532886,17,6
532886,01,0
532886,18,6
532886,10,6
532886,14,1
532886,05,0
532886,15,11
532886,12,1
532886,2,27
532886,7,5
532886,3,37
532886,13,0
532886,11,7
532878,8,3
532878,17,5
532878,1,1
532878,18,2
532878,10,6
532878,14,0
532878,05,0
532878,15,2
532878,12,0
532878,2,9
532878,7,4
532878,3,8
532878,13,1
532878,11,5
532045,8,10
532045,17,19
532045,1,3
532045,18,0
532045,10,2
532045,14,0
532045,05,0
532045,15,9
532045,12,0
532045,2,25
532045,7,2
532045,3,58
532045,13,0
532045,11,9
529770,8,2
529770,17,13
529770,01,0
529770,18,1
529770,10,30
529770,14,0
529770,05,0
529770,15,4
529770,12,0
529770,2,36
529770,7,1
529770,3,14
529770,13,1
529770,11,2
529788,08,0
529788,17,2
529788,01,0
529788,18,0
529788,10,39
529788,14,0
529788,5,2
529788,15,1
529788,12,0
529788,2,15
529788,07,0
529788,3,11
529788,13,1
529788,11,0
529796,8,30
529796,17,56
529796,1,14
529796,18,11
529796,10,54
529796,14,0
529796,5,3
529796,15,58
529796,12,1
529796,2,156
529796,7,28
529796,3,193
529796,13,4
529796,11,32
532606,08,0
532606,17,2
532606,1,1
532606,18,0
532606,10,10
532606,14,0
532606,05,0
532606,15,6
532606,12,0
532606,2,15
532606,7,3
532606,3,13
532606,13,0
532606,11,2
529818,8,22
529818,17,17
529818,1,7
529818,18,0
529818,10,35
529818,14,1
529818,5,1
529818,15,13
529818,12,0
529818,2,74
529818,7,12
529818,3,85
529818,13,0
529818,11,18
532037,8,8
532037,17,14
532037,1,2
532037,18,0
532037,10,20
532037,14,0
532037,5,3
532037,15,14
532037,12,0
532037,2,21
532037,7,4
532037,3,32
532037,13,1
532037,11,9
529842,8,30
529842,17,76
529842,1,11
529842,18,10
529842,10,73
529842,14,0
529842,5,3
529842,15,55
529842,12,1
529842,2,138
529842,7,12
529842,3,105
529842,13,0
529842,11,50
529851,8,4
529851,17,3
529851,1,1
529851,18,2
529851,10,16
529851,14,0
529851,5,1
529851,15,3
529851,12,0
529851,2,35
529851,7,1
529851,3,24
529851,13,0
529851,11,3
532134,08,0
532134,17,12
532134,01,0
532134,18,2
532134,10,18
532134,14,0
532134,05,0
532134,15,7
532134,12,0
532134,2,29
532134,7,8
532134,3,14
532134,13,1
532134,11,3
531031,8,5
531031,17,14
531031,1,7
531031,18,3
531031,10,22
531031,14,0
531031,5,2
531031,15,10
531031,12,0
531031,2,23
531031,7,1
531031,3,23
531031,13,0
531031,11,10
529907,8,3
529907,17,11
529907,01,0
529907,18,2
529907,10,24
529907,14,0
529907,05,0
529907,15,12
529907,12,0
529907,2,60
529907,7,1
529907,3,35
529907,13,6
529907,11,3
533084,8,11
533084,17,21
533084,1,7
533084,18,4
533084,10,31
533084,14,0
533084,5,2
533084,15,19
533084,12,0
533084,2,45
533084,7,15
533084,3,61
533084,13,0
533084,11,8
529931,8,13
529931,17,29
529931,1,10
529931,18,3
529931,10,55
529931,14,0
529931,5,2
529931,15,17
529931,12,0
529931,2,65
529931,7,9
529931,3,80
529931,13,0
529931,11,12
529940,8,6
529940,17,7
529940,1,2
529940,18,2
529940,10,24
529940,14,0
529940,05,0
529940,15,9
529940,12,0
529940,2,43
529940,7,5
529940,3,54
529940,13,0
529940,11,16
529958,8,44
529958,17,35
529958,1,26
529958,18,7
529958,10,27
529958,14,1
529958,5,6
529958,15,45
529958,12,0
529958,2,122
529958,7,19
529958,3,192
529958,13,4
529958,11,32
529974,8,9
529974,17,19
529974,1,5
529974,18,6
529974,10,14
529974,14,0
529974,5,7
529974,15,29
529974,12,1
529974,2,49
529974,7,3
529974,3,87
529974,13,1
529974,11,17
529991,8,17
529991,17,30
529991,1,12
529991,18,12
529991,10,66
529991,14,0
529991,5,7
529991,15,75
529991,12,1
529991,2,102
529991,7,22
529991,3,118
529991,13,2
529991,11,39
530000,8,12
530000,17,22
530000,1,7
530000,18,1
530000,10,48
530000,14,0
530000,5,4
530000,15,21
530000,12,1
530000,2,76
530000,07,0
530000,3,55
530000,13,1
530000,11,24
530026,8,7
530026,17,0
530026,1,2
530026,18,1
530026,10,32
530026,14,0
530026,05,0
530026,15,2
530026,12,0
530026,2,7
530026,07,0
530026,3,7
530026,13,0
530026,11,1
530051,8,8
530051,17,24
530051,1,36
530051,18,2
530051,10,6
530051,14,0
530051,5,7
530051,15,45
530051,12,2
530051,2,128
530051,7,5
530051,3,97
530051,13,0
530051,11,11
530069,08,0
530069,17,6
530069,1,1
530069,18,0
530069,10,16
530069,14,0
530069,05,0
530069,15,11
530069,12,0
530069,2,25
530069,7,2
530069,3,24
530069,13,0
530069,11,1
532258,8,3
532258,17,3
532258,1,3
532258,18,0
532258,10,10
532258,14,0
532258,5,1
532258,15,6
532258,12,0
532258,2,9
532258,7,5
532258,3,4
532258,13,0
532258,11,0
530093,8,7
530093,17,39
530093,1,8
530093,18,7
530093,10,76
530093,14,0
530093,5,2
530093,15,20
530093,12,0
530093,2,119
530093,7,16
530093,3,83
530093,13,4
530093,11,11
530107,8,28
530107,17,41
530107,1,19
530107,18,7
530107,10,50
530107,14,0
530107,5,6
530107,15,41
530107,12,1
530107,2,99
530107,7,6
530107,3,146
530107,13,0
530107,11,14
532193,8,21
532193,17,8
532193,1,5
532193,18,9
532193,10,11
532193,14,0
532193,5,3
532193,15,21
532193,12,0
532193,2,45
532193,07,0
532193,3,81
532193,13,0
532193,11,1
530115,8,24
530115,17,50
530115,1,8
530115,18,11
530115,10,56
530115,14,0
530115,5,6
530115,15,50
530115,12,0
530115,2,146
530115,7,4
530115,3,91
530115,13,14
530115,11,22
530158,8,7
530158,17,15
530158,1,6
530158,18,4
530158,10,30
530158,14,1
530158,5,3
530158,15,22
530158,12,0
530158,2,55
530158,7,1
530158,3,81
530158,13,0
530158,11,22
530166,8,28
530166,17,49
530166,1,14
530166,18,7
530166,10,62
530166,14,0
530166,5,8
530166,15,57
530166,12,0
530166,2,142
530166,7,11
530166,3,181
530166,13,7
530166,11,21
530174,8,5
530174,17,3
530174,1,1
530174,18,2
530174,10,26
530174,14,0
530174,05,0
530174,15,6
530174,12,0
530174,2,15
530174,7,8
530174,3,28
530174,13,0
530174,11,0
530191,8,8
530191,17,8
530191,1,7
530191,18,3
530191,10,43
530191,14,0
530191,05,0
530191,15,9
530191,12,0
530191,2,40
530191,7,5
530191,3,26
530191,13,1
530191,11,7
530204,8,22
530204,17,15
530204,1,5
530204,18,11
530204,10,18
530204,14,0
530204,5,5
530204,15,35
530204,12,0
530204,2,98
530204,7,24
530204,3,122
530204,13,17
530204,11,19
530212,8,25
530212,17,82
530212,1,15
530212,18,8
530212,10,106
530212,14,0
530212,5,1
530212,15,66
530212,12,1
530212,2,142
530212,7,9
530212,3,182
530212,13,14
530212,11,24
530255,8,1
530255,17,0
530255,1,1
530255,18,0
530255,10,5
530255,14,0
530255,05,0
530255,15,2
530255,12,1
530255,2,7
530255,07,0
530255,3,9
530255,13,1
530255,11,3
530263,8,16
530263,17,17
530263,1,7
530263,18,4
530263,10,13
530263,14,0
530263,5,1
530263,15,13
530263,12,0
530263,2,38
530263,7,24
530263,3,131
530263,13,5
530263,11,9
530298,8,47
530298,17,63
530298,1,11
530298,18,18
530298,10,48
530298,14,1
530298,5,4
530298,15,50
530298,12,17
530298,2,132
530298,7,26
530298,3,175
530298,13,0
530298,11,11
530301,8,18
530301,17,45
530301,1,7
530301,18,6
530301,10,56
530301,14,1
530301,5,1
530301,15,21
530301,12,0
530301,2,88
530301,7,18
530301,3,59
530301,13,0
530301,11,16
530310,8,61
530310,17,105
530310,1,44
530310,18,32
530310,10,140
530310,14,1
530310,5,11
530310,15,105
530310,12,3
530310,2,345
530310,7,68
530310,3,387
530310,13,6
530310,11,90
530344,8,25
530344,17,75
530344,1,5
530344,18,13
530344,10,60
530344,14,1
530344,5,2
530344,15,86
530344,12,0
530344,2,185
530344,7,28
530344,3,195
530344,13,3
530344,11,19
599395,8,1
599395,17,2
599395,01,0
599395,18,2
599395,10,10
599395,14,0
599395,5,1
599395,15,3
599395,12,0
599395,2,16
599395,07,0
599395,3,8
599395,13,0
599395,11,0
530352,8,9
530352,17,15
530352,1,6
530352,18,6
530352,10,47
530352,14,0
530352,5,4
530352,15,7
530352,12,1
530352,2,42
530352,7,2
530352,3,78
530352,13,2
530352,11,25
533076,08,0
533076,17,17
533076,1,4
533076,18,1
533076,10,10
533076,14,0
533076,5,1
533076,15,8
533076,12,1
533076,2,26
533076,7,5
533076,3,25
533076,13,0
533076,11,4
530409,8,12
530409,17,10
530409,1,1
530409,18,1
530409,10,19
530409,14,0
530409,5,2
530409,15,17
530409,12,1
530409,2,46
530409,7,7
530409,3,69
530409,13,0
530409,11,5
532649,8,3
532649,17,16
532649,1,2
532649,18,1
532649,10,16
532649,14,0
532649,5,3
532649,15,15
532649,12,0
532649,2,58
532649,7,6
532649,3,41
532649,13,1
532649,11,15
530441,8,36
530441,17,35
530441,1,8
530441,18,12
530441,10,49
530441,14,1
530441,5,2
530441,15,48
530441,12,0
530441,2,119
530441,7,20
530441,3,170
530441,13,24
530441,11,27
530450,8,28
530450,17,52
530450,1,15
530450,18,13
530450,10,75
530450,14,1
530450,5,9
530450,15,45
530450,12,1
530450,2,207
530450,7,16
530450,3,171
530450,13,4
530450,11,37
530476,8,10
530476,17,28
530476,1,5
530476,18,4
530476,10,61
530476,14,0
530476,5,1
530476,15,39
530476,12,0
530476,2,99
530476,7,1
530476,3,87
530476,13,1
530476,11,16
530492,8,6
530492,17,7
530492,1,6
530492,18,3
530492,10,5
530492,14,0
530492,5,4
530492,15,7
530492,12,0
530492,2,37
530492,7,3
530492,3,64
530492,13,0
530492,11,8
530514,8,6
530514,17,10
530514,1,2
530514,18,0
530514,10,7
530514,14,0
530514,05,0
530514,15,12
530514,12,0
530514,2,15
530514,07,0
530514,3,39
530514,13,0
530514,11,1
538680,8,58
538680,17,24
538680,1,9
538680,18,5
538680,10,77
538680,14,0
538680,5,16
538680,15,61
538680,12,0
538680,2,140
538680,7,46
538680,3,244
538680,13,1
538680,11,31
530522,8,3
530522,17,15
530522,1,2
530522,18,1
530522,10,11
530522,14,0
530522,05,0
530522,15,16
530522,12,5
530522,2,24
530522,7,7
530522,3,53
530522,13,0
530522,11,5
530531,8,4
530531,17,20
530531,1,1
530531,18,2
530531,10,62
530531,14,0
530531,5,1
530531,15,35
530531,12,0
530531,2,41
530531,7,3
530531,3,29
530531,13,1
530531,11,16
530549,8,3
530549,17,11
530549,01,0
530549,18,0
530549,10,20
530549,14,0
530549,05,0
530549,15,10
530549,12,0
530549,2,34
530549,7,1
530549,3,40
530549,13,1
530549,11,12
532550,8,11
532550,17,23
532550,1,6
532550,18,1
532550,10,27
532550,14,0
532550,5,1
532550,15,11
532550,12,0
532550,2,29
532550,7,6
532550,3,41
532550,13,1
532550,11,7
532941,8,2
532941,17,15
532941,1,2
532941,18,2
532941,10,14
532941,14,0
532941,5,1
532941,15,0
532941,12,0
532941,2,38
532941,7,5
532941,3,36
532941,13,0
532941,11,4
530573,8,84
530573,17,300
530573,1,38
530573,18,27
530573,10,296
530573,14,1
530573,5,14
530573,15,148
530573,12,5
530573,2,411
530573,7,99
530573,3,497
530573,13,11
530573,11,87
532231,08,0
532231,17,5
532231,01,0
532231,18,0
532231,10,6
532231,14,0
532231,05,0
532231,15,10
532231,12,0
532231,2,9
532231,7,4
532231,3,3
532231,13,0
532231,11,1
530611,8,3
530611,17,15
530611,01,0
530611,18,3
530611,10,17
530611,14,0
530611,05,0
530611,15,24
530611,12,0
530611,2,57
530611,7,9
530611,3,31
530611,13,0
530611,11,7
532436,8,1
532436,17,10
532436,1,1
532436,18,4
532436,10,37
532436,14,0
532436,05,0
532436,15,5
532436,12,0
532436,2,23
532436,7,1
532436,3,10
532436,13,0
532436,11,5
530638,8,8
530638,17,20
530638,01,0
530638,18,4
