536199,,,,,,,1,,1,8,14,1,2,,,,,,,,14,,,,6,,
536202,,,,,,,2,,,76,52,1,,,,,,,4,,48,,,,4,2,
536211,,1,,,,,,,,13,27,2,,,,,,,1,,7,,,,3,1,
536229,,,,,,,,,,15,3,,,,,,,,9,,5,,,,17,,
536237,,,,,,,,,,6,7,,,,,,,,2,,2,,,,18,,
536245,,,,,,,4,,,61,25,7,,,,,,,8,,18,,,,15,1,
536253,,,,,,1,2,,,37,37,1,,,,,,,4,,19,,,,3,2,
536261,,1,,,,,4,,,63,42,6,,,,,,,6,,16,,,,8,5,
536270,,10,,4,,11,7,,2,252,267,13,3,,1,2,,,50,,137,5,1,,21,16,5
536288,,4,,,,1,15,,,95,91,,,,,,,5,16,,64,,,,76,3,
536296,,,,,,,,,,21,22,,,,1,,,,1,,16,,,,3,,
536300,,,,,,1,1,,,32,12,,,,3,,,,2,,3,,,,16,2,1
536326,,28,,6,,17,17,1,7,1771,1451,102,13,,11,2,,,297,,460,8,10,,177,37,11
536334,,,,,,,,,,33,36,1,,,1,,,,2,,9,,,,16,1,
536342,,1,,,,,2,,,14,10,,,,,,,,,,10,,,,14,1,
536351,,1,,,,,1,,,93,74,5,,,2,,,,9,,23,,,,9,3,1
536369,,1,,,,,,,,9,10,4,,,,2,,,6,,5,,,,15,,
536377,,1,,,,,,,1,52,43,2,,,,,,,6,,6,,,,3,,
536385,,57,,3,,19,21,,15,2145,2351,109,18,,40,2,,69,511,,925,5,18,,271,85,9
536393,,,,,,1,8,,,57,93,4,1,,1,1,,3,4,,50,2,,,76,5,2
536407,,,,4,,2,,,,43,36,3,,,1,,,,8,,13,,3,,5,2,
536415,,,,,,,,,,2,6,,,,,,,,,,3,,1,,2,,
536423,,,,,,,,,,10,3,,,,,,,,,,6,,,,5,,
536431,,,,,,2,2,,,45,66,1,,,,,,,8,,18,2,,,8,1,
536440,,2,,1,,1,3,,,123,115,3,,,1,,,,21,,46,,,,19,5,
536458,,4,,,,,4,,,87,59,4,,,,,,,10,,22,2,,,10,2,
536466,,,,,,,,,,35,35,1,1,,3,,,,1,,12,,,,4,,
536474,,,,,,,1,,,25,24,,,,,,,,3,,6,,,,8,,
536482,,,,1,,,,,,7,16,,,,,,,,1,,11,,,,4,,
536491,,3,,2,,,2,,,124,74,11,1,,,,,,15,,39,1,,,13,2,
536504,,,,,,,,,,9,10,,,,,,,,1,,6,,,,15,2,
536512,,,,,,,1,,,22,28,5,,,1,,,,4,,15,1,,,5,,
536521,,4,,,,1,12,1,,123,215,4,,,1,2,,11,28,,130,2,,,40,2,
536539,,,,,,,,,,21,5,,,,,,,,,,,,,,10,,1
536547,,,,,,,,,,28,11,,,,,,,,4,,13,,,,8,1,
536555,,1,,,,,,,,17,37,,1,,,,,,2,,14,,,,8,,
536563,,1,,,,,1,,,17,59,2,1,,,,,,8,,16,2,1,,21,,
536571,,3,,,,3,3,,,61,114,3,1,,6,,,1,14,,61,,1,,16,1,
536580,,2,,2,,1,,,2,148,109,15,1,,,,,,24,,31,1,,,21,3,
536598,,,,,,,2,,,41,49,1,,,,,,,7,,19,,,,13,,
536601,,,,,,,,,1,13,33,5,1,,,,,,3,,12,,,,24,,
536610,,,,2,,,2,,,107,58,16,2,,2,,,,39,,42,2,1,,7,4,
536628,,,,,,,1,,,15,16,,,,,,,,2,,19,1,,,14,,
536636,,3,,2,,2,,,3,64,80,2,,,,,,,10,,21,,,,12,3,1
536644,,,,,,,,,2,9,27,,,,1,,,,1,,5,,1,,17,3,
536652,,2,,,,,,,1,125,81,5,1,,2,,,,18,,25,3,,,25,3,1
536661,,5,,1,,1,,,,107,68,4,,,,,,,20,,20,3,1,,10,1,1
536679,,,,,,,,,,16,18,1,,,,,,,2,,4,,,,8,,
536687,,2,,,,3,4,,,64,133,2,,,,1,,10,8,,55,,,,13,6,1
536695,,,,,,,,,,13,39,4,,,,1,,,4,,7,,,,10,,
536709,,1,,1,,,3,,,56,39,6,2,,3,,,,13,,9,1,,,16,2,
536717,,,,1,,,,,,26,26,5,,,,,,,5,,12,,,,3,3,
536725,,,,3,,,1,,,16,23,2,1,,,,,,2,,9,,,,4,1,1
536733,,2,,,,2,10,,,104,156,3,1,,1,,,2,16,,92,,,,37,4,4
536741,,,,,,,1,,1,23,32,,,,,,,,2,,11,,,,5,,
536750,,,,,,,,,,10,23,1,,,,,,,1,,13,2,,,4,,
536768,,1,,,,1,,,,64,73,3,,,,1,,,6,,13,,5,,6,2,
536776,,,,,,,,,,21,32,3,,,,,,,1,,11,,,,10,1,
536784,,,,,,,2,,,32,19,3,,,,,,,3,,12,,,,6,,
536792,,1,,,,,,,,13,13,1,,,,,,,4,,5,,,,11,,
536806,,,,,,,,,,16,24,,,,,2,,,,,16,,,,14,,
536814,,4,,,,,1,,,24,47,4,,,,,,2,5,,26,,,,24,3,
536822,,1,,,,,,,1,27,20,,,,1,,,,8,,10,,,,2,,
536831,,,,,,,2,,,14,16,1,,,,,,,,,6,,1,,8,,
536849,,,,,,,1,,,83,53,3,,,,1,,,5,,14,,,,20,1,
536857,,1,,,,,1,,,31,106,1,,,,,,,7,,33,1,,,6,3,1
536865,,,,,,,4,,,66,32,,,,,,,,6,,30,,2,,1,,1
536873,,,,,,,1,,,12,16,,,,1,,,,2,,6,,,,4,,
536881,,,,1,,,5,,,50,60,9,,,,,,,9,,8,1,,,20,3,
536890,,1,,1,,,,,,9,29,6,1,,,,,,2,,11,,,,11,1,
536903,,,,,,,,,,4,19,,,,,,,,,,9,,,,,,
536911,,,,,,,,,,14,9,,,,1,,,1,2,,9,,,,3,1,
536920,,,,,,,3,,1,39,44,1,1,,,,,,3,,28,2,2,,6,1,1
536938,,,,1,,3,2,,1,83,99,1,3,,2,1,,,9,,62,,,,19,3,
536946,,,,,,,2,,,13,17,,,,,,,,1,,1,,,,24,,
536954,,,,4,,,1,,,15,9,,,,1,,,,1,,3,,1,,9,,
536962,,,,1,,,4,,,52,26,,,,,,,,4,,21,1,,,16,,1
536971,,6,,6,,2,5,,2,291,267,10,4,,2,1,,,30,,77,1,7,,41,12,5
536989,,1,,1,,2,,,,64,51,4,,,,,,,15,,35,1,,,15,,
536997,,,,,,,1,,,38,45,5,,,,,,,9,,29,,,,11,1,
537004,,27,,21,,16,32,1,13,2844,2525,210,15,,20,6,,,550,,855,3,16,,360,43,19
537021,,4,,3,,1,3,,,117,191,9,2,,4,,,,24,,62,1,1,,19,10,
537039,,4,,1,,5,3,,,126,144,24,3,,1,,,,21,,75,1,2,,24,10,3
537047,,,,,,,,,,61,45,4,1,,,,,,6,,21,,,,9,2,
537055,,2,,,,1,,,,104,100,3,1,,4,,,,18,,48,1,,,21,,
537063,,,,,,,,,1,7,17,1,,,,,,,2,,,,,,9,,
537071,,,,,,,,,,18,52,1,,,,,,,1,,24,,,,2,,
537080,,1,,1,,,1,,,66,81,6,2,,,,,,12,,49,2,,,13,1,2
537098,,,,1,,,,,,59,48,3,,,1,,,,11,,15,,,,5,,2
537101,,1,,1,,,1,,,43,30,1,2,,,,,,5,,24,,,,5,1,
537110,,2,,,,,,,,69,103,2,,,,,,,29,,41,,,,16,4,1
537128,,3,,,,2,6,,,127,106,,,,1,,,,27,,48,1,,,30,2,
537136,,,,,,,1,,,15,5,2,,,,,,,4,,2,,1,,11,,
537144,,1,,,,,2,,,7,8,2,,,,,,,2,,4,,1,,7,,
537152,,2,,1,,4,5,,,155,117,3,2,,,,,,25,,50,,1,,24,6,2
537161,,1,,,,1,2,,1,61,30,1,,,1,,,,7,,12,2,,,5,1,
537179,,1,,,,2,1,,1,165,52,1,1,,1,,,,14,,30,,,,6,5,
537187,,2,,,,,1,,,17,13,,,,,,,,2,,9,,,,8,1,
537195,,,,1,,,1,,,14,17,,,,1,,,,,,2,,,,3,,
537209,,,,,,,,,,27,46,2,1,,1,,,,7,,27,,1,,11,,1
537217,,,,1,,1,5,,,96,71,4,1,,,,,,15,,22,,,,7,3,
537225,,,,,,1,,,,52,48,,,,,,,,11,,27,,,,7,3,
537233,,4,,1,,5,3,,,136,68,7,1,,1,,,,13,,19,,2,,9,1,1
537241,,2,,,,,2,,1,18,4,9,,,,,,,,,1,,,,4,1,
537250,,,,,,,1,,,41,55,4,,,,1,,,1,,19,,1,,18,,
537268,,2,,,,2,,,,61,56,6,,,,,,,13,,20,,1,,10,2,
537276,,2,,,,1,2,,,98,92,6,1,,,,,,13,,64,,,,12,1,
537284,,1,,,,,3,,1,77,121,1,,,,,,4,13,,55,,,,44,1,3
537292,,,,,,,3,,,71,127,6,,,,2,,,17,,38,1,,,17,3,2
537306,,,,,,,1,,,16,11,,,,1,,,,7,,10,,,,6,,
537314,,1,,3,,1,2,,6,148,125,9,2,,1,,,,27,,68,3,3,,27,8,1
537322,,,,,,,,,,8,7,,,,,,,,,,,,,,9,,
537331,,10,,1,,1,5,,1,282,243,28,1,,5,3,,,50,,99,1,2,,49,3,
537349,,2,,1,,1,2,,1,65,76,,,,1,1,,,11,,26,2,,,11,1,
537357,,4,,2,,1,6,,,274,136,7,,,1,,,,32,,84,,1,,20,1,
537365,,,,,,,,,,6,10,,,,,,,,1,,2,,,,8,,
537373,,2,,2,,2,3,1,,177,101,1,1,,1,,,,17,,54,,,,16,7,
537381,,1,,,,,2,,,22,25,1,,,3,,,,,,5,,,,8,,
537390,,1,,1,,2,8,,,126,109,3,,,3,,,,25,,73,,1,,15,2,
537403,,,,,,1,4,,,81,61,3,,,2,,,,9,,23,,,,8,4,
537411,,4,,2,,4,1,,1,177,253,11,2,,2,1,,,32,,132,,2,,54,5,2
537420,,,,,,,,,,21,22,3,,,,1,,,8,,14,,,,4,4,
537438,,8,,5,,2,5,,,236,284,14,,,2,3,,,43,,87,1,1,,32,7,4
537446,,7,,3,,1,2,,,242,216,22,1,,4,,,,31,,101,1,1,,31,5,1
537454,,25,,15,,7,31,,3,1883,1167,134,13,,13,1,,,271,,504,5,12,,260,41,9
537462,,2,,,,3,3,,,72,72,2,1,,1,,,,9,,19,2,2,,10,7,1
537489,,15,,1,,4,8,3,1,518,517,17,3,,12,,,,111,,180,2,3,,56,8,2
537497,,1,,1,,1,4,,,57,39,1,1,,1,,,,7,,28,,,,13,3,
537501,,14,,1,,6,16,,7,983,761,78,18,,7,,,,190,,207,6,5,,125,32,5
537519,,,,1,,,1,,1,60,41,2,1,,,,,,2,,37,,,,19,1,
537527,,,,,,,,,,9,13,,,,,,,,2,,8,,,,3,,
537535,,,,,,,,,,11,10,,,,,,,,3,,6,1,,,1,,
537543,,,,,,,,,,15,26,2,,,,,,,2,,3,,,,1,,
537551,,1,,,,,6,,,73,52,1,,,,1,,,13,,19,1,,,9,1,
537560,,2,,,,1,,,,25,25,1,,,,,,,6,,18,,,,2,,
537578,,,,2,,2,1,,2,96,78,2,,,,,,,18,,26,2,,,13,1,1
537586,,4,,1,,,4,,,191,164,8,4,,,,,,25,,62,,,,25,2,2
537594,,1,,,,1,1,,,18,13,,,,,,,,1,,8,,,,15,,
537608,,1,,,,,,,,35,49,,,,,,,,3,,25,,,,20,1,
537616,,,,,,4,3,,1,71,85,7,,,2,,,,14,,64,2,,,25,5,
537624,,2,,2,,1,,,,106,64,3,,,1,1,,,14,,18,,,,17,2,
537632,,2,,1,,,2,,,180,76,7,4,,,1,,,14,,15,2,,,19,5,1
537641,,14,,6,,5,21,,2,800,778,48,11,,10,2,,,100,,413,2,4,,101,16,7
537659,,,,,,,3,,2,93,84,6,,,,,,,11,,26,,,,10,2,1
537667,,,,,,2,,,1,81,81,4,,,1,,,,10,,29,,,,18,3,1
537675,,1,,1,,,1,,,82,118,4,,,1,,,,12,,32,,1,,25,3,
537683,,28,,19,,17,48,,9,3706,2207,204,15,,23,2,,,576,,648,22,16,,374,74,25
537691,,1,,,,2,,,,24,31,,,,2,,,,4,,14,,,,11,4,
537705,,6,,6,,2,9,,1,310,206,20,1,,5,1,,,42,,83,5,,,32,9,2
537713,,2,,,,2,11,,,190,208,4,1,,2,2,,9,26,,133,,,,105,6,1
537721,,3,,,,2,5,,1,269,161,6,1,,1,2,,,30,,67,1,1,,38,4,2
537730,,,,,,,,,,13,14,2,1,,,,,,1,,9,,,,7,,
537748,,2,,,,,11,,1,96,73,4,,,,,,,19,,38,1,1,,15,4,
537756,,4,,,,8,6,2,1,286,228,7,2,,7,1,,,35,,94,4,4,,54,7,2
537764,,6,,3,,2,21,,2,719,403,39,4,,8,2,,,90,,272,2,4,,79,11,2
537772,,4,,,,,17,,,85,83,4,1,,1,,,,13,,24,,,,15,4,
537781,,,,1,,1,5,,2,201,115,6,2,,2,,,,24,,55,1,,,17,4,3
537799,,,,,,1,1,,,35,46,4,,,1,,,,5,,14,,,,3,,
537802,,1,,,,,1,,1,79,111,7,,,3,,,,14,,46,2,,,10,1,
537811,,1,,,,2,3,,2,151,171,9,,,3,,,,23,,48,2,,,20,5,2
537829,,,,2,,1,1,,,3,28,,,,,,,,,,10,,1,,9,,
537837,,3,,4,,4,3,,,111,65,5,3,,,,,,13,,30,,1,,12,3,3
537845,,,,,,,,,,21,24,3,,,,,,,2,,5,,,,2,1,
537853,,3,,,,1,,,,80,82,1,,,,,,,16,,33,2,,,25,7,
537861,,1,,1,,,1,,,109,33,1,,,3,,,,10,,41,,,,13,5,1
537870,,2,,2,,,,,,116,86,14,,,9,,,,20,,31,,1,,17,5,1
537888,,,,1,,1,6,,1,80,117,3,1,,,,,,15,,57,1,1,,17,4,
537896,,3,,1,,,3,1,,147,105,5,,,2,1,,,22,,56,,1,,23,8,2
537900,,2,,,,,,1,,47,56,1,,,,,,,15,,8,2,,,4,,1
537918,,2,,1,,2,2,,3,422,282,18,3,,11,2,,,89,,90,1,,,26,7,1
537926,,1,,,,,1,,,100,65,3,,,,,,,12,,24,1,,,3,3,2
537934,,2,,,,,3,,,47,46,2,,,,,,,11,,14,,,,2,5,
537942,,1,,,,,1,,,35,70,2,,,,1,,,8,,21,,,,12,2,
537951,,,,1,,,,,,25,20,,,,,,,,5,,7,,,,2,,
537969,,3,,1,,1,,,,167,101,14,,,4,1,,,23,,43,,2,,2,5,2
537977,,,,,,,1,,3,66,51,3,1,,2,,,,13,,29,,,,9,4,
537985,,,,,,1,2,,,83,142,8,4,,1,,,,15,,51,2,1,,9,2,
537993,,,,,,3,3,,,55,69,,,,2,1,,,9,,24,,,,1,1,
538001,,3,,,,,,,1,58,31,,2,,2,,,,8,,15,1,,,2,1,
538019,,,,,,,,,,63,41,,1,,4,,,,8,,15,,,,3,2,
538027,,,,,,,,,,31,24,,,,,,,,,,6,,,,,2,
538035,,4,,,,,8,,1,80,114,,,,,,,,11,,42,1,,,6,2,
538043,,,,,,2,,,,130,39,1,,,,,,,19,,6,,,,3,4,
538051,,1,,1,,,2,,,153,91,9,3,,,,,,20,,44,1,1,,14,1,
538060,,4,,3,,3,1,,,476,268,43,3,,3,,,,73,,87,2,,,32,2,2
538078,,,,1,,,2,,,171,52,10,2,,1,,,,17,,20,2,,,9,,4
538086,,2,,,,2,3,,,169,84,9,1,,1,,,,16,,42,,,,17,2,1
538094,,36,,18,,17,33,,15,3843,2103,367,38,,28,1,,,526,,866,9,18,,358,51,17
538108,,,,,,,5,,,146,71,15,2,,,,,,24,,43,,1,,7,6,1
538116,,,,3,,,2,,,56,46,7,,,1,,,,9,,24,,1,,4,4,
538124,,3,,,,1,4,,1,261,119,8,,,1,,,,30,3,40,,,,19,5,5
538132,,23,,11,,6,27,,9,2771,1403,245,16,,23,3,,,382,,485,4,16,,276,48,15
538141,,,,1,,3,3,,,149,67,4,,,,,,,18,,21,2,,,14,,1
538159,,4,,,,2,,,2,83,55,5,,,1,1,,,7,,28,,,,9,2,1
538167,,2,,1,,,6,,2,204,83,3,1,,,,,,34,,30,1,,,19,3,2
538175,,2,,3,,2,5,,2,624,216,38,1,,10,,,,101,2,98,,3,,74,3,5
538183,,,,,,,,,1,12,21,,,,,,,,2,,7,1,1,,,1,
538191,,1,,,,,,,,108,75,8,1,,1,,,,7,,37,1,1,,8,2,
538205,,12,,3,,9,5,,3,682,284,28,7,,6,3,5,,102,2,115,1,1,,54,6,9
538213,,27,,12,,8,18,,9,3563,1909,170,21,,22,6,3,,536,8,902,7,13,,379,26,22
538221,,3,,1,,4,5,,2,147,62,8,,,2,,,,28,,38,1,,,13,2,2
538230,,5,,2,,1,6,1,,453,178,22,1,,4,,,,39,,65,,2,,30,8,2
538248,,3,,4,,2,3,,,150,56,8,,,1,,,,17,,18,1,,,22,5,
538256,,2,,2,,,3,,,246,155,32,,,2,,,,38,,30,,2,,29,3,1
538264,,2,,,,1,,,1,84,81,2,1,,,,,,18,,43,1,3,,23,1,
538272,,1,,4,,1,1,1,,478,178,25,1,,15,1,,,66,,65,3,2,,52,10,4
538281,,1,,,,1,1,,,81,21,2,,,1,,,,1,,4,,,,5,,1
538299,,5,,3,,7,12,1,4,959,404,45,6,,5,,,,109,,133,1,6,,72,24,5
538302,,3,,3,,1,6,,3,1043,298,62,2,,5,1,1,,143,6,82,3,2,,63,11,9
538311,,8,,4,,4,7,,5,569,272,47,,,3,1,,,94,,122,2,,,41,5,5
538329,,2,,1,,1,,,,66,35,3,,,,,,,18,,15,,1,,6,4,
538337,,2,,,,2,1,,1,137,105,5,2,,7,,,,19,,47,,1,,6,8,1
538345,,7,,2,,1,,,,137,112,6,2,,1,,,,20,,63,,1,,9,5,
538353,,1,,1,,2,2,1,,405,117,20,1,,1,1,,,43,,45,1,1,,25,,5
538361,,6,,1,,3,5,1,2,788,269,31,2,,4,1,1,,127,,78,2,2,,82,4,4
538370,,1,,,,5,2,,2,165,66,5,,,,,,,17,,26,,1,,21,4,1
538388,,,,3,,,,,,64,58,7,,,,,1,,6,,24,,,,7,,
538396,,4,,,,,2,,,78,39,,2,,2,3,,,9,,25,,1,,3,,2
538400,,,,,,,2,,,171,66,12,1,,,,1,,34,,6,,,,42,2,1
538418,,1,,,,1,,,,48,22,,,,1,,,,3,,10,,8,,5,2,1
538426,,2,,1,,1,,,,272,83,10,,,3,,,,25,,28,,,,21,4,1
538434,,3,,2,,2,3,,2,225,279,6,3,,9,,,,49,,150,1,1,,14,3,3
538442,,3,,,,4,3,,2,401,189,16,1,,2,2,,,53,,73,1,2,,24,5,3
538451,,1,,,,1,3,,2,285,76,3,1,,,,,,27,,8,,,,18,2,
538469,,2,,,,1,,,,75,58,2,,,,,,,11,,32,,,,2,3,2
538477,,4,,3,,3,1,,2,337,166,17,1,,3,,,,55,,65,,,,25,11,
538485,,5,,3,,1,5,,3,277,113,8,2,,1,1,,,26,,46,7,1,,25,11,1
538493,,8,,6,,1,6,,3,798,303,36,6,,6,2,,,96,,101,6,,,121,13,3
538507,,3,,1,,1,6,,1,202,96,11,2,,,,,,33,,61,,,,29,7,1
538515,,2,,3,,,2,,,209,90,7,,,,3,,,22,,35,1,1,,7,8,2
538523,,8,,2,,3,3,,,466,157,18,1,,6,,,,67,,76,,1,,62,5,2
538531,,,,,,,,,1,98,31,1,,,,,,,8,1,6,1,,,7,2,1
538540,,2,,,,,2,,,290,153,10,3,,1,1,,,44,,78,,2,,30,5,1
538558,,,,,,1,1,,,54,25,7,,,1,,,,8,,23,,,,2,3,
538566,,1,,,,1,,,,95,53,9,,,5,,,,6,,14,,2,,13,1,
538574,,11,,6,,3,24,,5,1040,903,111,5,,13,1,,,246,,284,5,8,,108,19,7
538582,,1,,1,,,4,,1,321,116,9,,,4,,,,61,,63,2,,,75,3,
538591,,11,,1,,3,2,,2,207,198,5,1,,4,,,,32,,104,,2,,25,1,4
538604,,1,,2,,3,,,1,162,69,14,3,,1,1,,,17,,24,1,,,14,4,
538612,,,,,,,3,,,98,39,,1,,,,,,11,,26,2,1,,8,6,1
538621,,,,1,,,2,,,113,79,11,,,,1,,,16,,23,5,1,,11,7,1
538639,,1,,2,,2,1,,,49,23,1,,,,,,,7,,4,,,,,3,2
538647,,1,,1,,,1,,,86,47,1,2,,,,,,14,,21,,,,11,2,4
538655,,,,,,1,2,,,121,65,6,,,,,,,13,,17,,,,10,2,
538663,,1,,1,,,,,,26,29,2,,,,,,,6,,6,,,,2,3,4
538671,,4,,,,2,5,,,263,86,5,,,,,,,33,,49,1,,,9,6,
538680,,12,,2,,3,5,2,,357,190,17,2,,4,2,,,38,,74,2,1,,40,17,3
538698,,,,,,,1,,1,96,46,,,,1,,,,5,,11,,2,,2,4,
538701,,2,,,,,1,,,165,79,12,1,,2,1,,,16,,37,,,,10,1,
538710,,,,,,1,1,,1,137,68,8,,,,1,,,21,,23,1,,,11,1,
538728,,21,,19,,15,29,,19,3538,1414,155,25,,27,2,,,614,,474,4,9,,361,49,18
538736,,3,,,,2,2,,2,596,213,54,3,,4,1,,,74,,72,,2,,56,4,3
538744,,2,,1,,1,5,,,243,216,12,2,,1,,,5,30,,58,1,,,92,15,
538752,,,,,,,2,,,318,125,12,2,,2,,,,52,,44,1,,,37,4,
538761,,,,1,,,1,,1,165,66,2,1,,,,,,21,,20,,,,13,2,
538779,,1,,1,,1,2,,,156,78,17,1,,,,,,18,,43,2,3,,10,5,1
538787,,1,,,,1,3,,,61,71,3,,,,,,,13,,33,,,,7,2,
538795,,3,,1,,,2,,,48,60,1,4,,,,,,17,,43,,1,,14,2,
538809,,1,,2,,5,7,,1,428,208,22,2,,2,,,,51,,82,3,1,,58,10,1
538817,,,,1,,,1,,,36,22,1,4,,,,,,8,,22,,,,,,
538825,,,,2,,,2,,,169,101,6,2,,,,,,16,,33,2,,,15,2,1
538833,,,,1,,1,2,,1,373,139,14,,,3,,,,40,,47,1,,,31,3,1
538841,,,,1,,1,,,,248,126,12,,,,1,,,31,,35,,,,23,6,
538850,,6,,1,,2,,,,189,60,6,,,2,,,,10,,41,1,1,,8,4,1
538868,,,,1,,,,,1,17,8,1,,,,,,,3,,24,,,,5,,
538876,,4,,1,,4,,,,663,173,39,1,,1,,,,62,,46,3,1,,53,14,2
538884,,6,,2,,4,5,,1,288,121,6,1,,1,,,,43,,61,,2,,23,8,
538892,,1,,,,2,1,,,115,76,2,1,,6,,,,24,,21,,1,,12,,
538906,,,,,,,,,,76,23,1,,,,,,,4,,29,,,,6,1,1
538914,,3,,5,,,1,,3,324,156,12,3,,2,,,,27,,61,2,2,,20,1,1
538922,,1,,,,,2,,,28,37,,2,,,,,,9,,28,1,,,6,,
538931,,10,,3,,5,11,,5,1541,715,69,6,,2,2,,,209,3,208,2,3,,121,12,7
538949,,16,,4,,4,7,,3,2707,1058,115,10,,11,2,3,,346,8,330,7,8,,183,24,22
538957,,13,,4,,4,35,,2,1456,633,85,9,,9,1,,,199,,262,2,3,,138,28,5
538965,,2,,,,,,,,238,105,12,2,,5,,,,36,,55,,1,,8,3,
538973,,,,,,,1,,,61,37,1,2,,,,,,2,,13,,,,6,1,1
538981,,7,,9,,4,7,,4,532,246,11,3,,3,1,,,76,,88,2,2,,57,12,4
538990,,1,,,,,4,1,1,80,59,12,,,2,,,,16,,21,,,,8,1,
539007,,10,,,,1,8,,,722,396,55,10,,7,1,2,,130,4,138,1,2,,86,6,5
539015,,2,,,,,2,,,104,70,5,,,1,,,,18,,33,4,,,4,8,1
539023,,4,,,,2,,,,61,45,1,2,,2,,,,9,,66,,,,3,,
539031,,1,,,,1,2,,1,165,69,6,,,1,,,,11,,31,,,,20,,1
539040,,1,,,,1,1,,,120,76,11,1,,,,,,11,,42,,,,7,5,
539058,,3,,2,,1,6,,4,535,198,26,1,,5,1,,,63,,64,2,,,46,4,4
539066,,5,,,,3,2,,,620,196,35,4,,3,,,,76,,61,2,,,61,6,5
539074,,,,,,1,1,,,21,28,,,,1,,,,8,,31,,,,4,,1
539082,,,,1,,,,,1,72,23,3,,,,,,,13,,16,,,,6,,
539091,,,,,,,2,,,100,61,2,,,,,,,6,,22,,,,10,4,1
539104,,2,,,,1,5,,,72,81,2,,,2,,,,7,,44,1,1,,14,6,1
539112,,,,1,,1,2,,,42,54,6,,,,,,,11,,58,,,,7,1,
539121,,,,,,,2,,,88,37,4,,,,,,,10,,6,,,,7,,
539139,,6,,10,,6,9,1,3,1819,572,105,13,,7,1,,,299,,173,3,1,,267,15,8
539147,,1,,2,,,1,,1,71,34,1,,,2,1,,,10,,31,,,,10,3,
539155,,,,,,1,1,1,1,209,130,8,1,,6,1,,,19,,42,1,2,,25,3,
539163,,5,,,,3,5,,,380,181,30,2,,5,1,,,33,,71,2,2,,38,9,2
539171,,,,,,3,4,,,118,69,6,,,2,,,,14,,44,1,,,15,8,2
539180,,1,,1,,1,1,,,48,59,3,2,,4,,,,3,,11,1,1,,8,2,
539198,,3,,5,,2,1,,,936,341,43,3,,9,2,,,180,,76,2,5,,138,11,5
539201,,1,,,,1,,,2,141,120,12,1,,,2,,,23,,89,1,1,,21,6,
539210,,4,,1,,,3,,1,737,234,28,1,,7,,,,83,,82,2,,,54,12,2
539228,,1,,1,,2,,,,149,88,7,1,,2,,,,8,,53,1,2,,6,3,
539236,,3,,4,,7,3,,,720,265,31,1,,3,,,,66,,106,,2,,39,4,4
539244,,8,,3,,1,9,,3,1553,635,80,6,,7,4,,,232,,345,3,5,,195,30,6
539252,,4,,1,,,3,,2,451,187,16,3,,4,,,,47,,75,1,1,,39,6,3
539261,,1,,,,3,2,,,105,78,9,,,,,,,15,,17,,,,8,2,1
539279,,11,,1,,3,5,,,451,317,17,5,,1,1,,,65,,158,4,2,,46,7,6
539287,,1,,,,,,,1,60,53,2,,,,,,,12,,26,1,,,5,2,
539295,,3,,1,,,2,,1,125,85,5,,,,,,,34,,35,,,,11,5,3
539309,,,,1,,2,5,,1,199,73,9,1,,2,1,,,23,,82,2,,,20,6,2
539317,,1,,1,,3,4,,,182,149,15,1,,2,,,,43,,138,,3,,24,5,
539325,,6,,2,,3,6,,2,1577,393,44,3,,8,2,,,171,,111,1,1,,93,15,6
539333,,10,,8,,8,5,1,2,892,458,71,2,,6,1,,,208,,209,3,3,,83,22,4
539341,,1,,,,1,,,2,202,74,12,1,,3,,,,29,,34,1,,,24,6,
539350,,7,,1,,2,3,,2,229,103,12,,,1,,,,32,,52,2,,,16,6,
539368,,3,,1,,4,2,,,267,171,12,1,,,1,,,37,,92,1,2,,22,8,1
539376,,,,,,2,1,,,8,31,3,2,,,,,,1,,18,,,,3,3,
539384,,1,,2,,6,,,,156,59,4,,,,,,,29,,31,1,,,19,,1
539392,,1,,1,,2,6,,,190,81,15,6,,3,,,,21,,41,3,,,18,1,
539406,,2,,,,2,1,,1,355,124,14,1,,3,,,,45,,18,,3,,35,6,1
539414,,9,,6,,4,7,,,741,390,35,2,,5,,,,105,,177,1,3,,45,25,6
539422,,3,,,,4,1,,2,251,89,4,1,,3,3,,,28,,37,,1,,41,4,4
539431,,,,,,,2,,,84,39,1,1,,,,,,8,,24,,1,,8,1,
539449,,1,,2,,,6,2,,684,194,32,3,,5,1,1,,77,,59,5,8,,43,5,2
539457,,1,,,,,,,,138,48,3,,,,,,,26,,24,,,,28,1,2
539465,,2,,,,1,2,,,187,71,6,,,1,,,,22,,33,,1,,14,,1
539473,,1,,,,,,,1,13,16,,,,1,,,,4,,10,,,,2,,
539481,,,,1,,,,,,106,47,4,,,2,,,,4,,27,,1,,2,4,
539490,,,,,,,,,1,205,94,21,,,1,1,,,34,,23,1,1,,33,2,
539503,,2,,1,,,,,,295,85,6,,,1,,,,19,,27,,,,20,2,
539511,,6,,1,,1,3,,1,169,54,5,,,1,1,,,24,,32,,1,,5,2,
539520,,4,,1,,4,2,,1,235,77,8,2,,,,,,24,,35,,1,,15,3,2
539538,,,,1,,1,2,,,38,13,2,,,,,,,,,10,2,,,1,,1
539546,,,,,,2,1,,,127,54,6,,,1,,,,30,,20,2,,,14,,
