501841,,2,,,,3,7,,,215,293,12,2,,1,,,7,50,,101,1,1,,43,27,1
502146,,20,,1,,17,31,,1,544,771,32,12,,10,1,,17,125,,404,2,,,110,14,1
502235,,7,,,,,13,,,239,251,2,2,,3,,,5,31,,78,1,,,31,10,3
502405,,6,,,,1,2,,1,99,95,,3,,1,,,9,14,,29,2,,,32,5,
502545,,,,1,,4,6,,1,388,400,16,6,,6,1,,16,57,,156,1,2,,106,6,
502839,,2,,,,1,3,1,,80,127,3,,,1,2,,5,18,,55,,,,59,5,
503142,,2,,2,,,1,,,50,88,,,,1,,,4,16,,67,,1,,14,2,
503304,,5,,,,,2,,1,120,137,17,,,,1,,1,31,,78,,,,63,2,
503410,,1,,,,,2,,,22,35,1,,,,,,,7,,10,1,,,5,2,
503444,,42,,2,,4,52,1,7,1341,2194,52,10,,13,3,,39,256,,814,2,4,,394,27,8
503622,,4,,,,,8,,,80,148,3,2,,,,,5,15,,109,,,,70,6,3
503657,,9,,,,3,17,,5,393,643,18,1,,5,,,15,93,,258,1,7,,111,16,4
503738,,4,,,,1,9,,1,134,187,2,1,,5,1,,2,30,,117,3,1,,55,9,3
503916,,,,,,3,,,,39,63,1,,,1,1,,,8,,114,5,,,3,,
503941,,,,1,,4,3,,1,64,206,3,1,,1,,,6,19,,126,,,,13,4,
504246,,1,,,,3,1,,,68,105,2,,,,,,1,19,,70,,1,,28,1,2
504301,,1,,,,,4,,1,34,77,5,,,,,,,10,,31,2,,,14,,
504441,,2,,2,,3,9,,3,183,270,6,2,,3,,,4,25,,149,1,,,81,7,2
504505,,10,,1,,2,9,,,319,306,14,1,,3,,,13,70,,165,1,6,,116,7,2
504785,,9,,,,,14,,2,168,224,8,2,,3,1,,7,38,,68,1,1,,71,2,1
504807,,1,,,,,,,,52,49,3,,,,,,,7,,5,1,,,13,,
504921,,,,,,,1,,,65,66,2,,,,,,,15,,31,1,,,12,2,
504955,,,,,,,3,,,42,18,3,2,,1,,,,3,,14,1,,,5,,2
505005,,,,,,,3,,,77,88,10,2,,,,,,9,,36,,,,16,1,1
505013,,4,,1,,3,8,,2,185,212,13,,,4,1,,5,37,,116,1,,,38,5,
505030,,,,,,,1,,,17,40,4,,,1,,,,2,,26,,,,12,,
505081,,9,,,,2,6,,1,250,343,7,1,,5,,,11,63,,192,1,,,123,7,
505099,,3,,,,,2,,,46,28,7,,,,,,,6,,7,,,,29,2,
505111,,1,,2,,1,4,,,256,344,11,,,,,,8,40,,129,,,,63,11,1
505145,,6,,,,1,3,,1,236,294,8,8,,10,2,,,34,,122,4,2,,56,3,2
505161,,17,,1,,,18,1,2,424,606,21,4,,5,,,11,108,,272,2,1,,182,14,5
505188,,56,,3,,14,78,,6,2455,2485,53,19,,27,3,,46,380,,892,4,24,,446,59,8
505218,,5,,,,2,16,,1,253,295,5,,,2,2,,8,33,,132,2,,,76,5,5
505269,,5,,,,2,5,,,228,182,1,1,,4,1,,3,28,,92,1,,,117,1,
505293,,4,,1,,1,25,,1,247,367,4,,,2,,,12,48,,174,2,,,97,4,1
505366,,10,,2,,6,10,2,,242,312,8,1,,3,1,,6,58,,112,5,3,,65,9,2
505391,,2,,1,,1,2,,,33,100,1,1,,1,,,,15,,63,2,,,21,1,
505501,,7,,,,,,,1,202,270,2,1,,2,,,9,36,,110,1,,,42,11,
505528,,1,1,,,,2,,1,62,62,6,1,,2,,,,10,,32,,,,5,3,2
505587,,18,,3,,18,86,,5,1950,2314,68,13,,11,6,,50,340,,980,6,7,,365,47,11
505609,,6,,3,,5,10,,,588,500,32,5,,5,1,,14,106,,144,6,10,,165,7,2
505650,,10,,1,,4,20,,6,327,414,12,2,,6,,,5,78,,140,,5,,124,10,6
505668,,2,,,,2,4,,,146,184,5,1,,3,,,7,44,,90,6,,,37,8,
505781,,2,,1,,,,,,160,110,9,2,,,1,,,20,,34,,1,,15,2,1
505862,,2,,,,,7,,,59,57,2,,,1,,,4,10,,33,,,,60,2,
505927,,167,,30,,44,136,2,22,10056,11400,589,106,48,62,8,,65,1600,,3303,26,57,,2197,367,62
506192,,4,,,,,7,,1,288,258,15,1,4,2,1,,,24,,51,2,,,192,5,1
506214,,11,,1,,4,17,,1,630,794,283,8,2,5,,,1,73,,145,1,3,,197,10,2
506320,,17,,1,,1,3,,,172,331,10,4,,4,1,,,29,,135,2,1,,19,10,3
506451,,6,,,,3,4,,,96,288,14,5,4,1,1,,1,30,,108,,2,,165,3,
506460,,7,,3,,9,9,2,3,334,426,30,4,2,4,,,13,44,,327,2,5,,109,15,1
506486,,1,,,,,,,,56,19,5,1,,1,,,,7,,13,,,,3,1,5
506494,,,,,,,,,,81,78,6,,,,,,,12,,26,,2,,4,1,
506621,,1,,,,,,,,12,24,,,,,,,,,,21,,,,,,
506664,,1,,,,6,5,,,27,26,,,,,,,,3,,39,,,,9,1,
506699,,,,,,,,,,44,24,,,,,,,,5,,2,,,,50,2,1
506702,,12,,1,,3,20,,1,567,1007,49,1,5,1,2,,2,79,,159,2,1,,264,8,1
506711,,2,,,,,4,,,247,323,19,5,6,1,,,2,37,,80,4,1,,76,4,2
506729,,,,,,,,,,37,27,7,1,,1,,,,3,,16,,,,5,,
506737,,6,,3,,,5,,2,306,317,19,12,,2,,,8,39,,107,3,,,83,3,
506753,,8,,,,,9,,1,546,696,39,6,9,3,1,,5,117,,378,2,3,,154,11,2
506761,,,,,,,1,,,49,50,9,,,1,,,1,4,,15,,,,7,,1
506770,,1,,1,,,4,,,96,97,10,,,,,,2,12,,38,1,,,18,,1
507016,,31,,5,,8,36,1,5,2005,2901,131,15,16,15,2,,35,290,,760,5,20,,632,65,8
507091,,3,,,,,12,,,266,438,109,4,2,1,1,,1,20,,106,1,1,,77,5,3
507105,,5,,2,,,6,,,182,182,8,1,2,,1,,,26,,29,,,,136,8,2
507113,,10,,,,3,3,,,166,286,15,1,,2,,,2,20,,91,2,1,,50,15,1
507181,,2,,1,,,8,,,155,135,10,,,,,,,10,,56,1,1,,58,4,1
507237,,6,,,,,11,,1,171,246,26,5,3,2,1,,1,10,,44,,,,71,7,
507261,,6,,1,,3,6,,,197,292,6,1,1,1,,,2,43,,126,1,,,76,5,1
507270,,16,,6,,8,14,1,3,776,996,47,10,3,6,4,,8,125,,380,5,4,,524,18,4
507334,,2,,1,,1,2,,,198,301,28,3,1,1,,,2,18,,68,,2,,74,2,1
507377,,2,,,,,,,,104,160,11,1,,1,,,2,16,,145,,1,,23,8,
507423,,,,,,1,5,,,273,326,17,1,,,2,,1,44,,154,2,,,101,7,1
507458,,1,,,,,3,,,42,100,8,1,,,,,,8,,13,,,,24,1,
507504,,13,,2,,3,10,,1,439,578,28,5,3,1,2,,4,50,,105,,5,,305,19,2
507547,,3,,1,,,5,,,113,341,30,1,1,1,,,1,21,,48,1,,,95,1,
507580,,33,,1,,6,12,,1,1078,1009,55,16,8,12,1,,5,84,,173,2,3,,450,46,7
507610,,,,,,,1,,,20,13,,,,,,,,1,,5,,,,8,,
507628,,1,,,,,1,,,30,40,,,,,,,,4,,17,,,,7,,
507644,,,,,,,,,,15,18,1,,,,,,,,,7,,,,3,,
507652,,,,,,,1,,,13,22,,,,,,,1,1,,2,,,,1,1,
507695,,,,,,,,,1,15,29,2,,,,,,1,5,,17,,2,,6,2,
507717,,,,,,2,1,,,41,57,3,1,,,,,3,1,,38,,1,,10,2,1
507733,,,,,,1,1,,,20,33,2,,,1,,,,1,,12,,,,21,,
507784,,1,,,,,,,,28,43,1,,,1,,,,4,,9,,,,,,2
507920,,3,,,,1,1,,,123,151,7,3,3,1,,,1,10,,78,2,1,,35,11,
507971,,4,,1,,2,16,,1,793,1032,80,5,7,8,,,2,99,,221,5,5,,238,22,2
508004,,2,,,,1,,,,27,37,1,,,2,,,,10,,9,,,,20,,
508128,,1,,,,2,5,,,283,348,16,4,1,1,,,4,32,,84,1,,,103,7,2
508144,,4,,,,,3,,,43,96,5,2,,1,,,2,14,,56,,1,,17,2,2
508152,,1,,,,2,4,,,84,73,,,,1,,,,22,,44,2,,,23,4,
508357,,1,,,,,,,,21,29,,,,,,,5,3,,17,,,,28,,
508373,,4,,1,,,1,,,221,233,14,,,,1,,1,29,,88,,,,81,4,
508501,,3,,,,5,5,,2,100,84,3,,,2,,,1,23,,31,,1,,21,2,1
508683,,1,,1,,,2,,,24,7,,,,1,,,,2,,8,,,,5,1,
509078,,2,,,,3,5,,,93,81,4,3,,1,,,,14,,26,1,4,,14,,
509108,,1,,,,,,,1,47,53,1,,,,,,,8,,23,,,,9,,
509116,,1,,,,,,,,15,46,,,,3,,,,3,,13,,,,14,,
509141,,1,,,,,2,,4,52,50,4,,,,1,,,6,,19,,1,,16,5,
509191,,1,,,,,,,,39,27,2,,,,,,,5,,11,,1,,3,,
509388,,,,,,,,,,8,33,,,,,,,,2,,6,2,,,9,,
509418,,1,,,,,1,,,17,24,,1,,,,,,3,,5,,,,5,,
509574,,7,,1,,1,7,,,198,259,9,1,2,,,,1,27,,56,,,,73,4,
509612,,14,,1,,2,9,,2,215,223,7,5,5,1,1,,1,28,,103,2,1,,74,18,1
509621,,1,,,,,3,,1,88,72,3,,,1,,,,7,,51,,,,22,,1
509647,,5,,1,,2,9,,,318,504,16,2,7,1,2,,3,38,,97,2,2,,158,5,3
509736,,6,,,,1,12,,,198,316,11,1,,1,,,1,20,,112,2,4,,122,2,3
509752,,,,,,,,,,25,11,,,,,,,,1,,21,,,,16,,
509841,,5,,,,1,6,,,159,241,2,,,,,,,19,,63,,,,26,4,1
510068,,,,,,2,,,,26,33,5,,,,,,,7,,2,1,,,22,,
510131,,8,,1,,,3,,1,96,257,6,1,2,1,,,2,21,,76,,2,,74,7,
510289,,12,,2,,1,11,,,272,347,18,2,4,4,,,1,34,,120,,2,,146,17,3
510297,,6,,2,,2,2,,2,100,173,5,,1,,,,,15,,35,2,,,66,9,
510343,,8,,,,4,,,,176,234,20,2,,,,,3,32,,83,,,,183,12,1
510378,,2,,,,,,,,96,75,5,1,,,,,3,14,,32,1,,,43,5,
510432,,3,,1,,2,4,,1,201,295,9,,5,,,,,23,,52,4,2,,137,7,1
510483,,12,,2,,5,11,,1,425,499,37,3,5,6,1,,3,64,,95,2,2,,284,14,4
510491,,4,,,,4,1,,2,189,258,18,3,1,1,,,3,21,,99,3,2,,65,5,1
510556,,2,,,,,2,,,38,70,1,,,,,,,6,,18,,,,23,1,
510645,,,,,,,,,,10,17,,,,1,,,,3,,6,,,,6,2,
510882,,5,,1,,,9,,2,264,354,17,6,,,,,4,56,,156,,5,,62,7,1
510891,,7,,,,,9,,,183,276,12,1,,,1,,6,19,,156,1,3,,27,14,2
510939,,7,,,,,2,,2,315,270,11,,,1,,,1,38,,54,,2,,173,10,2
510980,,,,,,1,2,,,44,98,1,,,,,,,3,,26,1,,,14,2,
511021,,22,,,,1,25,,2,795,1035,127,7,7,13,,,8,102,,571,6,7,,146,25,2
511081,,,,,,,,,,25,57,1,,,1,,,1,6,,31,2,,,27,,
511161,,3,,,,,4,,,60,114,5,2,2,,,,,7,,27,1,,,26,4,
511242,,,,1,,3,1,,1,49,81,,,,,1,,1,6,,41,,,,21,1,
511307,,,,,,,1,,,7,26,,,,,,,,,,7,,2,,27,2,
511382,,146,,7,,140,93,2,30,7588,9562,267,56,,70,9,,143,1286,,3278,159,27,,1161,180,26
511412,,,,,,,,,,4,27,,,,,,,,2,,12,,,,12,,
511587,,,,,,,3,,1,54,56,,2,,3,1,,,11,,43,1,,,8,1,
511633,,3,,,,,1,,,38,73,7,,,1,,,,7,,5,,,,55,3,
511935,,7,,,,1,1,,,113,246,11,,,1,1,,,16,,28,1,,,236,4,
511951,,2,,1,,1,2,,1,89,182,11,13,,1,,,1,22,,23,,1,,81,1,1
511986,,,,,,,,,1,21,82,2,,,,,,,4,,18,4,1,,44,,
512028,,1,,,,6,7,,,171,395,26,,,3,,,2,27,,67,4,,,155,7,
512176,,3,,1,,1,4,,1,243,392,52,,3,1,,,,24,,66,2,3,,87,5,2
512184,,11,,,,2,8,,,228,303,8,1,2,1,,,4,33,,132,2,,,156,4,
512192,,3,,,,1,4,,,94,131,1,2,1,,,,2,13,,49,,2,,77,1,
512231,,3,,,,7,7,,1,205,268,5,,,3,,,5,35,,186,1,2,,58,13,1
512281,,5,,,,1,2,,1,97,135,,,,2,,,3,12,,44,1,1,,56,2,2
512401,,,,,,,,,,32,34,,,,,,,,1,,26,1,,,16,1,
512532,,2,,,,6,3,,,159,208,4,1,,,,,4,22,,84,,,,57,4,
512745,,4,,,,2,1,1,,75,204,8,3,4,2,2,,,15,,52,,5,,93,5,2
512800,,4,,1,,5,6,,,274,401,6,1,,1,,,11,50,,205,10,2,,72,17,1
512826,,,,,,,5,,,52,58,1,,,,,,,13,,48,,,,14,,1
512869,,1,,,,,2,,,101,166,5,1,1,,,,1,14,,23,1,,,120,,
512877,,5,,,,,1,,,43,86,4,,,1,,,,6,,32,1,,,30,2,1
512893,,1,,1,,,5,,,22,44,10,,2,2,,,2,3,,8,,1,,7,4,1
512907,,3,,,,4,3,,2,83,153,5,1,1,,,,5,25,,87,,,,78,9,1
512923,,11,,1,,,2,,,149,227,12,5,3,1,,,2,23,,30,,2,,90,16,3
512974,,5,,,,,1,,,76,169,10,1,2,1,1,,1,13,,39,,2,,70,6,
512982,,,,,,,,,,82,100,,1,,1,,,3,15,,53,1,,,34,2,1
512991,,,,,,1,,,,23,27,2,,,,,,,11,,16,,,,4,3,
513032,,1,,,,1,,,,62,68,,,,2,,,,19,,45,3,1,,8,1,2
513041,,1,,,,,1,,2,144,99,2,,,,,,,18,,75,2,1,,4,,3
513059,,,,,,1,,,,17,23,,,,,,,1,1,,7,1,,,2,1,
513067,,1,,1,,3,,,,106,111,7,,,,3,,1,23,,62,3,,,85,4,
513075,,,,1,,,,,,45,39,,1,,,,,,2,,24,,1,,16,2,
513105,,2,,,,1,2,,,24,32,3,,,,,,2,6,,23,,,,7,,
513113,,3,,,,,,,1,73,35,,,,1,,,,11,,18,,1,,3,2,
513130,,1,,1,,2,,,,58,31,,,,,,,,1,,19,,,,6,2,
513148,,,,,,,1,,,39,22,,,,1,,,,,,7,,,,3,,
513164,,4,,,,1,2,,1,85,57,4,,,2,,,,8,,19,2,1,,8,4,2
513181,,,,,,,1,,,22,12,2,,,,,,,4,,15,,,,6,,
513199,,,,,,3,2,,,154,225,7,2,,,,,6,31,,115,1,,,64,2,1
513202,,1,,,,,2,,,18,26,2,,,,,,,2,,15,,,,4,1,
513211,,,,,,4,1,,,49,101,7,,,1,,,4,10,,31,2,,,32,1,
513229,,9,,,,5,6,,1,184,281,7,3,,,,,7,52,,143,12,,,82,3,1
513237,,1,,,,2,3,,,34,29,2,,,,,,,6,,13,,,,5,4,1
513261,,,,1,,2,3,,,25,50,2,,,,,,,4,,27,,,,6,3,
513270,,1,,,,,1,,,19,49,3,,,1,,,,11,,25,4,,,3,,
513288,,1,,2,,2,1,,,34,19,3,1,,,,,,1,,8,,,,4,3,
513369,,1,,,,,2,,,54,17,1,,,1,,,,5,,14,1,,,4,2,
513393,,2,,,,1,,,1,70,61,3,1,,,1,,,11,,38,,,,13,3,1
513415,,1,,,,,8,,,29,38,1,,,,,,,7,,24,,,,5,,1
513423,,,,,,,4,,1,72,43,1,,,,,,,7,,35,,,,6,1,
513431,,,,2,,,,,1,116,37,3,,,1,,,,12,,8,,,,12,,
513458,,2,,,,1,5,,1,531,151,23,1,,1,,,,67,,49,1,1,,26,4,2
513482,,,,,,,2,,,48,42,3,1,,2,,,,2,,18,,,,2,1,
513491,,4,,,,4,4,,1,274,290,2,4,,,,,9,35,,118,2,2,,89,7,1
513504,,,,,,,,,,63,59,2,,,2,,,,6,,14,,,,19,4,
513512,,1,,,,,2,,,48,64,2,,,,,,,8,,12,,,,7,,
513521,,,,,,1,,,,18,23,,,,,,,,2,,5,,,,12,,
513539,,,,,,2,2,,,32,35,2,1,,,,,,8,,11,,,,8,2,
513547,,,,1,,,1,,,59,49,,,,1,,,,12,,22,,,,3,,
513555,,,,,,,2,,1,21,51,2,,,,,,,3,,19,,,,7,,
513571,,,,,,,1,,,21,15,4,1,,,,,,4,,17,1,,,6,,
513580,,2,,,,,,,,38,70,2,,,,,,,5,,22,1,,,14,,
513628,,,,,,,2,1,2,51,17,7,,,,,,,8,,20,,,,2,,
513636,,2,,,,,3,,,52,69,,,,,,,4,8,,34,,,,18,1,
513644,,,,,,,1,,,24,11,2,,,1,1,,,3,,5,,,,2,1,
513661,,1,,,,2,,,,77,63,3,2,,1,,,,7,,21,,,,30,,
513695,,1,,,,,,,,38,11,1,,,1,,,,,,8,,,,11,,
513709,,1,,,,,,,1,18,27,1,,,,,,,2,,10,,,,11,1,
513717,,2,,,,1,,,,62,59,3,,,,,,,9,,43,,,,2,,
513733,,,,,,,1,,,24,60,,,,,,,,10,,23,,2,,29,1,
513750,,55,,4,,59,48,2,7,3410,3109,106,18,,23,5,,56,654,,1432,9,17,,689,75,12
513768,,5,,1,,6,6,,,240,295,12,4,,4,1,,8,49,,89,2,,,221,7,2
513873,,1,,,,,1,,,60,67,7,,,3,,,,12,,37,2,1,,83,1,
513890,,1,,,,,1,,,20,21,,,,,,,,5,,20,,,,2,2,1
514047,,6,,,,,2,,,35,48,2,1,,1,,,,10,,24,,,,11,,
514055,,18,,2,,8,19,,4,815,1017,28,7,,15,1,,38,160,,476,2,8,,194,39,9
514152,,3,,1,,2,3,,,147,204,5,1,,1,,,8,13,,114,3,,,53,,2
514161,,,,,,,1,,,20,19,,1,,,,,,,,10,,,,,,
514195,,,,,,,3,,1,21,15,,,,1,,,,3,,7,,,,,1,
514276,,,,,,,1,,1,46,37,,,,,,,,4,,40,,,,1,3,
514446,,,,,,,2,,,25,44,2,1,,,,,1,4,,20,4,,,10,,
514471,,2,,,,5,,,2,76,87,2,,,,1,,1,17,,69,2,,,11,2,
514497,,,,,,,1,,1,37,84,2,1,,,,,2,4,,29,,1,,20,1,
514527,,,,,,1,,,,3,13,,,,,,,,,,6,1,,,4,1,
514705,,15,,1,,23,15,,3,1240,1417,71,7,,11,3,,38,255,,632,7,4,,329,21,7
514772,,1,,,,,,,,24,54,2,,,,,,2,4,,28,1,1,,21,1,1
514802,,,,,,,1,,1,27,44,,,,,,,1,6,,11,,1,,27,1,1
515191,,3,,1,,,,,1,70,122,3,1,,2,,,6,9,,78,1,,,36,3,1
515329,,1,,,,,1,,,29,47,1,,,,1,,1,5,,21,,,,57,2,
515418,,5,,,,,5,,,54,60,1,,,1,,,1,9,,49,,,,11,,
515477,,3,,1,,,,,,46,51,6,,,,,,1,5,,20,2,,,20,2,
515787,,,,,,,1,,,16,27,,2,,,,,,4,,14,1,,,18,3,
515825,,,,,,,,,,18,26,,,,,,,,2,,10,1,,,6,2,
516201,,6,,,,3,5,,,138,112,9,,,,,,10,23,,68,2,,,59,6,1
516350,,2,,2,,2,,,,17,20,,1,,,,,1,4,,8,,,,13,3,
516619,,3,,1,,6,4,,3,154,197,5,,,2,,,9,28,,112,5,,,66,6,
516635,,4,,,,,3,,,35,65,5,,,,,,1,8,,25,,,,45,3,
516686,,5,,1,,3,2,,,64,61,,2,,,,,4,15,,45,1,,,46,,
516694,,10,,1,,2,5,,1,109,153,7,,,,3,,6,18,,67,4,,,51,,
516864,,1,,,,3,1,,,51,34,,,,,,,3,6,,15,,,,21,1,
516899,,,,,,,1,,,67,98,1,,,,,,2,5,,52,,1,,25,1,
516911,,,,,,1,,,,23,35,2,,,,,,,7,,27,,,,8,3,
517101,,9,,,,1,7,,1,137,184,2,,,1,,,4,15,,122,,,,46,10,1
517151,,4,,,,4,4,,,89,202,2,1,,1,,,3,22,,79,1,,,40,4,2
517208,,,,,,,2,,,13,23,,,,,,,,7,,35,,,,11,1,
517224,,,,,,1,2,,,46,55,,,,,,,1,7,,33,,,,14,,
517275,,,,,,4,2,,,16,37,1,,,,,,,3,,10,,,,8,,
517321,,2,,,,,3,,,17,35,4,,,2,,,,4,,29,4,,,40,1,
517437,,1,,,,,1,,,6,51,3,,,,,,,2,,10,1,,,22,,
517445,,3,,1,,2,1,,,16,35,,,,,,,,9,,19,1,,,34,,1
517534,,1,,,,1,7,,,155,205,3,1,,1,,,7,21,,96,4,,,58,12,1
517569,,,,1,,1,,,1,43,63,,,,,,,2,8,,16,,,,4,,1
517585,,1,,,,1,,,,53,54,2,3,,,,,4,9,,43,,,,26,1,
517607,,5,,1,,4,5,,,130,245,5,,,2,,,4,17,,119,1,2,,62,46,1
517615,,2,,,,,2,,,33,44,,,,2,,,2,2,,13,1,,,42,,
517666,,3,,1,,2,,,2,47,94,1,1,,,,,4,5,,36,1,,,25,,2
517747,,1,,1,,1,1,,,79,83,,,,,,,2,13,,19,1,,,38,1,
517836,,,,,,3,1,,,29,36,1,,,,,,1,1,,16,3,,,11,,
517844,,2,,,,,2,,1,48,138,4,,,1,,,4,6,,55,,,,46,1,1
517887,,2,,1,,3,3,,,52,102,1,,,,,,2,15,,48,1,,,41,3,
517909,,,,,,4,7,,,157,96,4,3,,5,,,6,23,,56,1,,,87,10,
518026,,1,,,,1,1,,,44,86,3,1,,,,,1,12,,31,2,,,38,,
519031,,1,,,,2,,,,105,94,2,1,,,,,,18,,54,3,,,30,1,
519146,,8,,1,,3,5,,1,327,516,7,1,,2,1,,18,31,,231,5,,,108,10,
519651,,3,,1,,6,13,,,258,435,11,4,,,1,,8,65,,135,3,,,132,8,
520047,,,,,,2,1,,1,89,128,,,,,,,2,7,,31,,,,27,,
520306,,4,,,,,5,,,82,80,2,,,,,,4,11,,32,,,,90,3,
520420,,1,,,,5,6,,,123,141,4,,,1,,,3,25,,76,1,,,34,7,1
521531,,5,,,,2,4,,,139,134,1,1,,1,,,2,28,,79,,1,,62,8,2
522775,,,,1,,1,,,,16,37,,1,,,,,,5,,21,,,,35,2,
523453,,,,,,,2,,,24,54,,,,,,,3,4,,21,1,,,16,2,
523640,,1,,,,3,2,,,84,150,3,1,,1,,,4,9,,37,,,,5,1,
523704,,36,,6,,34,114,,13,5653,5089,171,35,,76,8,,102,754,,1838,8,9,,802,123,18
523917,,8,,,,7,8,,1,291,341,20,7,,3,2,,13,66,,145,5,1,,58,12,1
524891,,1,,1,,1,2,,3,87,151,3,,,2,1,,,13,,106,1,,,19,10,1
525227,,1,,,,,5,,,33,26,1,,,,,,,13,,27,2,1,,18,1,
525588,,4,,,,1,28,,,524,561,17,4,,2,,,12,118,,264,,4,,190,15,1
525804,,6,,,,1,10,,,180,262,3,1,,2,1,,5,21,,152,1,,,36,3,2
525880,,,,3,,,3,,,59,104,1,,,,,,5,8,,47,,,,40,3,1
525979,,1,,1,,,6,,,113,130,7,1,,,,,3,24,,89,,1,,48,8,1
526169,,,,3,,,1,,,55,42,5,,,1,,,2,12,,18,1,,,11,1,
526622,,1,,,,,,,,50,67,2,,,,,,,10,,27,,,,1,2,
528196,,,,,,,,,,49,46,,,,1,1,,,5,,17,,,,5,2,
529303,,47,,22,,15,33,1,17,3347,2967,182,52,,28,4,,,538,,902,7,11,,512,65,12
529451,,14,,6,,6,16,1,1,685,764,35,9,,13,4,,,97,,262,4,4,,172,17,7
529478,,,,,,,,,,28,13,,1,,,,,,2,,9,,,,13,1,
529486,,6,,5,,2,6,,1,216,263,22,1,,,2,,,22,,95,2,,,124,11,2
529516,,5,,4,,1,3,,4,661,458,23,7,,1,1,,,92,,110,2,3,,85,17,6
529524,,,,,,,1,,,9,8,,,,,,,,,,3,,,,3,1,
529532,,1,,1,,,1,,,70,43,2,,,1,,,,13,,21,1,,,37,1,1
529541,,,,1,,1,1,,,47,29,1,,,1,,,,4,,16,,1,,7,1,1
529559,,1,,,,,2,,,18,43,1,,,,,,,7,,10,,,,3,,
529567,,4,,,,1,,,1,142,53,5,,,1,,,,20,,18,2,,,17,2,1
529575,,,,,,,,,,31,16,2,,,,,,,6,,5,,,,2,1,
529583,,,,,,,,,,16,31,,1,,,,,,2,,15,,,,3,2,
529591,,,,1,,,1,,1,39,19,5,,,,,,,5,,13,1,,,3,,
529605,,,,,,3,1,,1,21,36,,,,,,,,7,,38,,,,1,,
529613,,1,,1,,,1,,,67,61,24,,,1,,,,3,,24,,3,,7,1,
529621,,8,,6,,,4,,,204,257,10,4,,2,,,,44,,118,2,1,,82,8,1
529630,,2,,,,1,2,,,46,44,3,,,,,,,3,,22,,,,4,1,
529648,,2,,,,1,3,,1,114,173,30,,,,,,,22,,97,3,,,56,4,2
529656,,,,,,,,,,43,15,3,,,2,,,,3,,13,2,,,10,,
529664,,,,,,,,,,5,9,,,,,,,,,,9,,,,2,,
529672,,,,,,,,,,27,31,4,,,,,,,7,,18,1,,,8,1,
529681,,1,,,,3,,,,21,38,,,,,,,,2,,13,,,,5,1,
529699,,,,,,,,,,2,8,,,,,,,,2,,8,,,,10,2,
529702,,5,,1,,3,3,,,121,109,4,,,1,,,,32,,81,6,2,,23,2,1
529711,,,,,,,1,,,17,3,,,,,,,,2,,8,,,,3,,
529729,,,,,,,1,,,19,21,,,,,,,,,,4,,,,10,,
529737,,1,,3,,2,1,,,51,62,6,,,,2,,,23,,25,,,,9,2,
529745,,,,3,,1,2,1,,94,58,5,,,,1,,,9,,26,,,,8,2,1
529753,,,,,,,2,,,5,9,3,,,,,,,,,12,,,,1,,
529761,,,,,,,,,,15,19,,,,,,,,3,,6,,,,12,,
529770,,,,,,,,,,13,57,,,,,,,,1,,8,,,,14,,
