obec,strana,pocet
545121,4,9
545121,5,233
545121,9,47
545121,12,40
545121,06,0
545121,7,219
545121,2,7
545121,13,2
545121,11,42
545139,1,45
545139,18,3
545139,10,14
545139,4,5
545139,5,95
545139,9,33
545139,12,8
545139,6,1
545139,7,120
545139,2,2
545139,13,1
545139,11,24
545155,1,56
545155,18,3
545155,10,22
545155,4,9
545155,5,132
545155,9,63
545155,12,12
545155,6,1
545155,7,133
545155,2,6
545155,13,1
545155,11,20
545171,1,264
545171,18,18
545171,10,103
545171,4,32
545171,5,842
545171,9,303
545171,12,80
545171,6,6
545171,7,937
545171,2,25
545171,13,8
545171,11,197
545201,1,281
545201,18,69
545201,10,113
545201,4,70
545201,5,1344
545201,9,580
545201,12,111
545201,6,8
545201,7,1213
545201,2,41
545201,13,19
545201,11,432
535494,1,27
535494,18,4
535494,10,2
535494,4,5
535494,5,70
535494,9,13
535494,12,0
535494,6,1
535494,7,58
535494,2,2
535494,13,2
535494,11,16
545228,1,62
545228,18,7
545228,10,28
545228,4,20
545228,5,289
545228,9,77
545228,12,37
545228,06,0
545228,7,231
545228,2,7
545228,13,3
545228,11,89
535737,1,7
535737,18,6
535737,10,3
535737,4,6
535737,5,36
535737,9,16
535737,12,3
535737,06,0
535737,7,54
535737,2,2
535737,13,0
535737,11,10
535893,1,21
535893,18,3
535893,10,4
535893,4,4
535893,5,46
535893,9,14
535893,12,6
535893,06,0
535893,7,58
535893,02,0
535893,13,0
535893,11,7
535915,1,4
535915,18,2
535915,10,0
535915,4,1
535915,5,7
535915,9,1
535915,12,1
535915,06,0
535915,7,8
535915,02,0
535915,13,0
535915,11,1
545261,1,50
545261,18,3
545261,10,5
545261,4,3
545261,5,93
545261,9,31
545261,12,12
545261,06,0
545261,7,75
545261,2,4
545261,13,0
545261,11,23
535796,1,13
535796,18,1
535796,10,1
535796,4,3
535796,5,51
535796,9,5
535796,12,3
535796,06,0
535796,7,27
535796,2,2
535796,13,2
535796,11,14
545287,1,39
545287,18,12
545287,10,13
545287,4,5
545287,5,165
545287,9,71
545287,12,26
545287,06,0
545287,7,155
545287,2,5
545287,13,7
545287,11,44
545317,1,19
545317,18,5
545317,10,22
545317,4,6
545317,5,32
545317,9,11
545317,12,4
545317,06,0
545317,7,50
545317,02,0
545317,13,1
545317,11,9
536016,1,16
536016,18,3
536016,10,4
536016,4,2
536016,5,44
536016,9,51
536016,12,6
536016,06,0
536016,7,76
536016,2,1
536016,13,0
536016,11,10
599778,1,6
599778,18,0
599778,10,2
599778,04,0
599778,5,6
599778,09,0
599778,12,0
599778,06,0
599778,07,0
599778,02,0
599778,13,0
599778,11,3
545341,1,157
545341,18,37
545341,10,65
545341,4,29
545341,5,688
545341,9,259
545341,12,78
545341,06,0
545341,7,624
545341,2,29
545341,13,6
545341,11,203
535591,1,25
535591,18,0
535591,10,3
535591,4,1
535591,5,29
535591,9,32
535591,12,3
535591,06,0
535591,7,34
535591,2,2
535591,13,2
535591,11,11
545368,1,25
545368,18,2
545368,10,6
545368,4,3
545368,5,56
545368,9,24
545368,12,3
545368,06,0
545368,7,64
545368,02,0
545368,13,0
545368,11,20
545376,1,18
545376,18,2
545376,10,4
545376,4,1
545376,5,35
545376,9,13
545376,12,14
545376,06,0
545376,7,60
545376,2,2
545376,13,0
545376,11,4
545384,1,50
545384,18,6
545384,10,10
545384,4,5
545384,5,76
545384,9,39
545384,12,12
545384,6,1
545384,7,118
545384,2,7
545384,13,0
545384,11,25
545406,1,71
545406,18,5
545406,10,28
545406,4,3
545406,5,133
545406,9,63
545406,12,38
545406,6,1
545406,7,193
545406,2,10
545406,13,8
545406,11,33
545414,1,74
545414,18,2
545414,10,21
545414,4,7
545414,5,106
545414,9,47
545414,12,14
545414,06,0
545414,7,150
545414,2,6
545414,13,2
545414,11,60
536253,1,4
536253,18,2
536253,10,2
536253,04,0
536253,5,26
536253,9,27
536253,12,26
536253,06,0
536253,7,39
536253,2,2
536253,13,0
536253,11,5
545422,1,8
545422,18,5
545422,10,9
545422,4,9
545422,5,15
545422,9,38
545422,12,7
545422,6,1
545422,7,50
545422,2,9
545422,13,0
545422,11,5
545431,1,100
545431,18,11
545431,10,27
545431,4,7
545431,5,162
545431,9,68
545431,12,7
545431,6,2
545431,7,131
545431,2,10
545431,13,0
545431,11,67
545449,1,17
545449,18,5
545449,10,10
545449,4,3
545449,5,41
545449,9,47
545449,12,24
545449,06,0
545449,7,80
545449,2,4
545449,13,0
545449,11,27
545457,1,26
545457,18,2
545457,10,9
545457,4,9
545457,5,140
545457,9,78
545457,12,19
545457,6,1
545457,7,182
545457,2,10
545457,13,2
545457,11,31
545392,1,550
545392,18,88
545392,10,295
545392,4,122
545392,5,2792
545392,9,900
545392,12,261
545392,6,10
545392,7,2625
545392,2,73
545392,13,29
545392,11,905
545465,1,32
545465,18,7
545465,10,21
545465,4,6
545465,5,140
545465,9,118
545465,12,17
545465,6,2
545465,7,210
545465,2,8
545465,13,3
545465,11,57
545473,1,60
545473,18,3
545473,10,15
545473,4,17
545473,5,98
545473,9,34
545473,12,9
545473,06,0
545473,7,79
545473,2,6
545473,13,2
545473,11,45
545481,1,37
545481,18,7
545481,10,15
545481,4,8
545481,5,211
545481,9,72
545481,12,18
545481,06,0
545481,7,308
545481,2,14
545481,13,3
545481,11,74
545490,1,76
545490,18,5
545490,10,16
545490,4,7
545490,5,170
545490,9,86
545490,12,10
545490,6,2
545490,7,137
545490,2,11
545490,13,4
545490,11,68
545503,1,9
545503,18,1
545503,10,6
545503,04,0
545503,5,36
545503,9,46
545503,12,4
545503,06,0
545503,7,94
545503,2,3
545503,13,2
545503,11,22
545511,1,44
545511,18,15
545511,10,50
545511,4,15
545511,5,341
545511,9,243
545511,12,44
545511,6,3
545511,7,421
545511,2,22
545511,13,13
545511,11,121
545520,1,25
545520,18,8
545520,10,16
545520,4,7
545520,5,90
545520,9,43
545520,12,11
545520,06,0
545520,7,135
545520,2,4
545520,13,0
545520,11,30
536229,1,18
536229,18,0
536229,10,3
536229,04,0
536229,5,5
536229,09,0
536229,12,2
536229,06,0
536229,7,2
536229,02,0
536229,13,0
536229,11,2
545546,1,39
545546,18,6
545546,10,29
545546,4,5
545546,5,129
545546,9,88
545546,12,46
545546,6,2
545546,7,180
545546,2,8
545546,13,8
545546,11,49
545554,1,48
545554,18,7
545554,10,25
545554,4,9
545554,5,136
545554,9,64
545554,12,41
545554,6,3
545554,7,220
545554,2,13
545554,13,0
545554,11,57
545562,1,296
545562,18,54
545562,10,107
545562,4,51
545562,5,1065
545562,9,530
545562,12,117
545562,6,6
545562,7,1200
545562,2,49
545562,13,22
545562,11,359
545571,1,145
545571,18,15
545571,10,55
545571,4,27
545571,5,477
545571,9,120
545571,12,43
545571,06,0
545571,7,388
545571,2,23
545571,13,1
545571,11,179
545597,1,4
545597,18,4
545597,10,6
545597,4,2
545597,5,124
545597,9,41
545597,12,8
545597,06,0
545597,7,107
545597,2,5
545597,13,3
545597,11,19
545601,1,47
545601,18,8
545601,10,29
545601,4,12
545601,5,221
545601,9,162
545601,12,61
545601,06,0
545601,7,344
545601,2,17
545601,13,11
545601,11,60
545619,1,32
545619,18,5
545619,10,6
545619,4,6
545619,5,79
545619,9,75
545619,12,31
545619,6,1
545619,7,177
545619,2,1
545619,13,2
545619,11,76
536296,1,5
536296,18,0
536296,10,0
536296,04,0
536296,5,8
536296,9,9
536296,12,1
536296,06,0
536296,7,39
536296,2,2
536296,13,0
536296,11,4
545627,1,34
545627,18,2
545627,10,10
545627,4,4
545627,5,72
545627,9,22
545627,12,3
545627,6,3
545627,7,32
545627,02,0
545627,13,1
545627,11,18
598623,1,26
598623,18,2
598623,10,10
598623,4,1
598623,5,21
598623,9,8
598623,12,1
598623,06,0
598623,7,30
598623,2,4
598623,13,0
598623,11,22
545643,1,42
545643,18,3
545643,10,8
545643,4,4
545643,5,56
545643,9,26
545643,12,10
545643,06,0
545643,7,86
545643,2,2
545643,13,3
545643,11,17
513661,1,34
513661,18,5
513661,10,7
513661,4,2
513661,5,45
513661,9,19
513661,12,3
513661,06,0
513661,7,71
513661,2,6
513661,13,0
513661,11,21
545660,1,15
545660,18,2
545660,10,5
545660,4,1
545660,5,28
545660,9,32
545660,12,20
545660,06,0
545660,7,69
545660,2,4
545660,13,0
545660,11,13
545694,1,8
545694,18,0
545694,10,10
545694,4,2
545694,5,18
545694,9,10
545694,12,2
545694,06,0
545694,7,38
545694,2,3
545694,13,0
545694,11,8
545716,1,9
545716,18,4
545716,10,5
545716,4,1
545716,5,41
545716,9,24
545716,12,9
545716,06,0
545716,7,71
545716,2,4
545716,13,0
545716,11,9
545724,1,27
545724,18,8
545724,10,3
545724,4,3
545724,5,35
545724,9,27
545724,12,10
545724,6,2
545724,7,86
545724,02,0
545724,13,0
545724,11,16
545732,1,8
545732,18,1
545732,10,0
545732,4,2
545732,5,49
545732,9,13
545732,12,3
545732,06,0
545732,7,34
545732,02,0
545732,13,0
545732,11,14
545767,1,25
545767,18,0
545767,10,4
545767,4,7
545767,5,124
545767,9,31
545767,12,7
545767,06,0
545767,7,89
545767,2,1
545767,13,0
545767,11,31
545775,1,12
545775,18,3
545775,10,2
545775,04,0
545775,5,25
545775,9,42
545775,12,25
545775,06,0
545775,7,59
545775,2,1
545775,13,0
545775,11,12
545805,1,59
545805,18,1
545805,10,6
545805,4,4
545805,5,34
545805,9,22
545805,12,6
545805,06,0
545805,7,55
545805,02,0
545805,13,0
545805,11,16
536245,1,16
536245,18,1
536245,10,4
536245,4,1
536245,5,42
536245,9,14
536245,12,6
536245,06,0
536245,7,31
536245,2,1
536245,13,0
536245,11,15
551538,1,20
551538,18,6
551538,10,5
551538,04,0
551538,5,28
551538,9,32
551538,12,6
551538,6,2
551538,7,73
551538,2,4
551538,13,0
551538,11,24
545813,1,13
545813,18,1
545813,10,4
545813,04,0
545813,5,12
545813,9,7
545813,12,9
545813,06,0
545813,7,53
545813,2,7
545813,13,0
545813,11,4
545821,1,218
545821,18,21
545821,10,53
545821,4,41
545821,5,728
545821,9,205
545821,12,47
545821,6,6
545821,7,617
545821,2,16
545821,13,4
545821,11,284
545830,1,83
545830,18,24
545830,10,79
545830,4,19
545830,5,406
545830,9,234
545830,12,100
545830,6,2
545830,7,674
545830,2,20
545830,13,4
545830,11,146
536300,1,24
536300,18,1
536300,10,2
536300,4,1
536300,5,26
536300,9,5
536300,12,1
536300,06,0
536300,7,4
536300,2,2
536300,13,1
536300,11,9
545848,1,83
545848,18,17
545848,10,22
545848,4,17
545848,5,458
545848,9,177
545848,12,81
545848,6,3
545848,7,457
545848,2,8
545848,13,3
545848,11,120
545864,1,37
545864,18,4
545864,10,22
545864,4,11
545864,5,140
545864,9,66
545864,12,8
545864,6,2
545864,7,82
545864,2,11
545864,13,0
545864,11,65
545872,1,28
545872,18,3
545872,10,4
545872,4,2
545872,5,64
545872,9,7
545872,12,3
545872,06,0
545872,7,44
545872,2,1
545872,13,0
545872,11,37
536237,1,21
536237,18,0
536237,10,5
536237,04,0
536237,5,2
536237,9,1
536237,12,0
536237,06,0
536237,7,8
536237,2,3
536237,13,0
536237,11,1
562726,1,28
562726,18,0
562726,10,4
562726,04,0
562726,5,13
562726,9,2
562726,12,4
562726,06,0
562726,7,10
562726,02,0
562726,13,0
562726,11,1
562548,1,9
562548,18,1
562548,10,0
562548,4,1
562548,5,18
562548,9,3
562548,12,4
562548,06,0
562548,7,38
562548,02,0
562548,13,0
562548,11,9
561053,1,12
561053,18,2
561053,10,7
561053,4,1
561053,5,26
561053,9,32
561053,12,5
561053,6,1
561053,7,36
561053,2,1
561053,13,0
561053,11,5
561711,1,9
561711,18,1
561711,10,8
561711,04,0
561711,5,38
561711,9,37
561711,12,8
561711,6,7
561711,7,70
561711,2,3
561711,13,0
561711,11,5
562742,1,24
562742,18,0
562742,10,3
562742,04,0
562742,5,6
562742,9,1
562742,12,2
562742,06,0
562742,7,23
562742,02,0
562742,13,0
562742,11,0
507733,1,35
507733,18,3
507733,10,1
507733,4,2
507733,5,9
507733,9,6
507733,12,3
507733,06,0
507733,7,38
507733,2,2
507733,13,0
507733,11,13
546020,1,34
546020,18,2
546020,10,6
546020,4,2
546020,5,34
546020,9,12
546020,12,2
546020,6,1
546020,7,55
546020,02,0
546020,13,0
546020,11,9
546038,1,137
546038,18,12
546038,10,13
546038,4,4
546038,5,55
546038,9,49
546038,12,31
546038,6,1
546038,7,136
546038,2,6
546038,13,2
546038,11,30
509191,1,9
509191,18,0
509191,10,9
509191,04,0
509191,5,29
509191,9,15
509191,12,1
509191,06,0
509191,7,24
509191,2,1
509191,13,0
509191,11,10
546054,1,39
546054,18,6
546054,10,10
546054,4,3
546054,5,67
546054,9,31
546054,12,23
546054,06,0
546054,7,112
546054,2,5
546054,13,0
546054,11,14
509116,1,43
509116,18,0
509116,10,9
509116,4,1
509116,5,11
509116,9,10
509116,12,5
509116,06,0
509116,7,49
509116,02,0
509116,13,0
509116,11,5
546089,1,113
546089,18,20
546089,10,83
546089,4,13
546089,5,454
546089,9,242
546089,12,98
546089,6,2
546089,7,601
546089,2,25
546089,13,13
546089,11,121
546097,1,73
546097,18,4
546097,10,14
546097,4,6
546097,5,124
546097,9,74
546097,12,17
546097,6,1
546097,7,205
546097,2,7
546097,13,1
546097,11,42
546101,1,7
546101,18,4
546101,10,27
546101,4,2
546101,5,57
546101,9,71
546101,12,14
546101,6,5
546101,7,141
546101,2,4
546101,13,0
546101,11,17
561703,1,9
561703,18,2
561703,10,12
561703,4,4
561703,5,46
561703,9,32
561703,12,15
561703,06,0
561703,7,85
561703,2,7
561703,13,1
561703,11,23
546127,1,711
546127,18,54
546127,10,160
546127,4,96
546127,5,1083
546127,9,621
546127,12,110
546127,6,8
546127,7,1395
546127,2,46
546127,13,6
546127,11,361
546143,1,32
546143,18,8
546143,10,12
546143,4,2
546143,5,47
546143,9,73
546143,12,30
546143,6,1
546143,7,122
546143,2,9
546143,13,4
546143,11,12
546151,1,56
546151,18,3
546151,10,16
546151,4,15
546151,5,134
546151,9,26
546151,12,6
546151,6,1
546151,7,114
546151,2,2
546151,13,1
546151,11,28
529753,1,3
529753,18,1
529753,10,0
529753,4,1
529753,5,3
529753,9,3
529753,12,2
529753,06,0
529753,7,22
529753,2,2
529753,13,0
529753,11,3
562416,1,13
562416,18,0
562416,10,1
562416,4,1
562416,05,0
562416,9,3
562416,12,0
562416,06,0
562416,7,3
562416,2,1
562416,13,0
562416,11,5
562467,1,7
562467,18,0
562467,10,6
562467,4,1
562467,5,18
562467,9,5
562467,12,3
562467,06,0
562467,7,21
562467,2,2
562467,13,0
562467,11,6
562602,1,1
562602,18,0
562602,10,2
562602,4,1
562602,5,13
562602,9,11
562602,12,0
562602,06,0
562602,7,41
562602,2,1
562602,13,0
562602,11,3
562840,1,24
562840,18,2
562840,10,12
562840,4,1
562840,5,27
562840,9,20
562840,12,3
562840,6,1
562840,7,64
562840,2,7
562840,13,0
562840,11,10
507610,1,5
507610,18,0
507610,10,4
507610,4,2
507610,5,7
507610,9,3
507610,12,1
507610,06,0
507610,7,26
507610,02,0
507610,13,1
507610,11,3
560987,1,11
560987,18,0
560987,10,2
560987,4,2
560987,5,1
560987,9,5
560987,12,3
560987,06,0
560987,7,18
560987,2,1
560987,13,0
560987,11,3
562815,1,15
562815,18,3
562815,10,3
562815,4,1
562815,5,27
562815,9,10
562815,12,5
562815,06,0
562815,7,51
562815,2,3
562815,13,1
562815,11,7
509141,1,36
509141,18,8
509141,10,3
509141,4,7
509141,5,66
509141,9,13
509141,12,8
509141,6,3
509141,7,57
509141,2,3
509141,13,0
509141,11,8
562637,1,16
562637,18,0
562637,10,8
562637,04,0
562637,5,22
562637,9,12
562637,12,1
562637,06,0
562637,7,21
562637,02,0
562637,13,0
562637,11,12
562696,1,7
562696,18,2
562696,10,0
562696,04,0
562696,5,19
562696,9,2
562696,12,0
562696,06,0
562696,7,9
562696,02,0
562696,13,0
562696,11,4
562807,1,5
562807,18,1
562807,10,2
562807,4,2
562807,5,41
562807,9,8
562807,12,1
562807,6,1
562807,7,62
562807,2,5
562807,13,0
562807,11,1
562386,1,15
562386,18,6
562386,10,13
562386,04,0
562386,5,43
562386,9,25
562386,12,8
562386,6,1
562386,7,96
562386,2,5
562386,13,0
562386,11,21
546291,1,7
546291,18,2
546291,10,5
546291,4,9
546291,5,18
546291,9,25
546291,12,3
546291,06,0
546291,7,68
546291,02,0
546291,13,2
546291,11,6
546305,1,5
546305,18,1
546305,10,3
546305,4,1
546305,5,22
546305,9,2
546305,12,0
546305,6,3
546305,7,12
546305,2,1
546305,13,0
546305,11,6
598658,1,12
598658,18,0
598658,10,0
598658,4,3
598658,5,18
598658,9,4
598658,12,4
598658,06,0
598658,7,34
598658,02,0
598658,13,0
598658,11,8
562785,1,8
562785,18,0
562785,10,3
562785,04,0
562785,5,9
562785,9,17
562785,12,0
562785,06,0
562785,7,16
562785,02,0
562785,13,0
562785,11,2
546364,1,22
546364,18,1
546364,10,19
546364,4,3
546364,5,59
546364,9,62
546364,12,12
546364,06,0
546364,7,90
546364,2,4
546364,13,0
546364,11,10
546381,1,7
546381,18,0
546381,10,2
546381,4,1
546381,5,17
546381,9,37
546381,12,5
546381,06,0
546381,7,87
546381,02,0
546381,13,0
546381,11,13
561061,1,1
561061,18,0
561061,10,0
561061,4,5
561061,5,13
561061,9,7
561061,12,2
561061,06,0
561061,7,14
561061,02,0
561061,13,0
561061,11,9
562319,1,24
562319,18,5
562319,10,3
562319,4,6
562319,5,11
562319,9,6
562319,12,8
562319,06,0
562319,7,26
562319,02,0
562319,13,0
562319,11,9
546402,1,16
546402,18,0
546402,10,9
546402,4,1
546402,5,30
546402,9,38
546402,12,10
546402,6,2
546402,7,84
546402,2,5
546402,13,0
546402,11,7
562831,1,10
562831,18,1
562831,10,3
562831,04,0
562831,5,7
562831,09,0
562831,12,0
562831,06,0
562831,7,17
562831,2,1
562831,13,1
562831,11,8
546445,1,76
546445,18,3
546445,10,7
546445,04,0
546445,5,28
546445,9,7
546445,12,3
546445,06,0
546445,7,52
546445,02,0
546445,13,0
546445,11,14
546461,1,82
546461,18,14
546461,10,42
546461,4,31
546461,5,329
546461,9,253
546461,12,64
546461,6,6
546461,7,560
546461,2,23
546461,13,1
546461,11,124
546500,1,72
546500,18,7
546500,10,31
546500,4,21
546500,5,142
546500,9,66
546500,12,8
546500,06,0
546500,7,224
546500,2,9
546500,13,1
546500,11,47
562769,1,8
562769,18,1
562769,10,3
562769,4,4
562769,5,14
562769,9,2
562769,12,10
562769,06,0
562769,7,29
562769,02,0
562769,13,0
562769,11,5
545881,1,777
545881,18,127
545881,10,394
545881,4,257
545881,5,3860
545881,9,1584
545881,12,277
545881,6,37
545881,7,4496
545881,2,83
545881,13,34
545881,11,1160
562491,1,4
562491,18,1
562491,10,0
562491,04,0
562491,5,9
562491,9,1
562491,12,4
562491,06,0
562491,7,21
562491,02,0
562491,13,0
562491,11,0
598631,1,8
598631,18,1
598631,10,5
598631,4,2
598631,5,15
598631,09,0
598631,12,1
598631,06,0
598631,7,17
598631,02,0
598631,13,1
598631,11,9
546542,1,131
546542,18,9
546542,10,39
546542,4,30
546542,5,306
546542,9,96
546542,12,33
546542,6,4
546542,7,397
546542,2,9
546542,13,5
546542,11,95
562688,1,7
562688,18,2
562688,10,0
562688,4,1
562688,5,36
562688,9,23
562688,12,3
562688,06,0
562688,7,36
562688,02,0
562688,13,0
562688,11,5
509108,1,28
509108,18,1
509108,10,4
509108,4,1
509108,5,55
509108,9,21
509108,12,7
509108,6,5
509108,7,63
509108,2,2
509108,13,0
509108,11,9
508357,1,39
508357,18,0
508357,10,4
508357,04,0
508357,5,20
508357,9,10
508357,12,1
508357,06,0
508357,7,28
508357,02,0
508357,13,0
508357,11,7
546615,1,115
546615,18,10
546615,10,34
546615,4,13
546615,5,257
546615,9,78
546615,12,27
546615,6,2
546615,7,255
546615,2,7
546615,13,0
546615,11,84
546623,1,15
546623,18,6
546623,10,7
546623,4,6
546623,5,80
546623,9,53
546623,12,7
546623,6,9
546623,7,126
546623,2,3
546623,13,2
546623,11,21
546666,1,30
546666,18,2
546666,10,14
546666,4,4
546666,5,39
546666,9,53
546666,12,13
546666,6,1
546666,7,141
546666,2,2
546666,13,0
546666,11,25
546674,1,98
546674,18,13
546674,10,36
546674,4,10
546674,5,277
546674,9,74
546674,12,33
546674,6,2
546674,7,351
546674,2,8
546674,13,2
546674,11,66
508501,1,31
508501,18,2
508501,10,12
508501,4,5
508501,5,49
508501,9,14
508501,12,6
508501,06,0
508501,7,71
508501,2,5
508501,13,1
508501,11,20
546712,1,38
546712,18,10
546712,10,14
546712,4,1
546712,5,63
546712,9,44
546712,12,8
546712,6,1
546712,7,119
546712,2,4
546712,13,0
546712,11,23
546798,1,94
546798,18,16
546798,10,40
546798,4,13
546798,5,381
546798,9,356
546798,12,67
546798,6,3
546798,7,718
546798,2,15
546798,13,6
546798,11,117
562734,1,9
562734,18,1
562734,10,2
562734,4,3
562734,5,7
562734,9,13
562734,12,4
562734,06,0
562734,7,42
562734,2,1
562734,13,0
562734,11,4
546801,1,94
546801,18,10
546801,10,39
546801,4,33
546801,5,395
546801,9,153
546801,12,41
546801,6,3
546801,7,461
546801,2,6
546801,13,5
546801,11,107
562360,1,7
562360,18,1
562360,10,15
562360,4,4
562360,5,33
562360,9,15
562360,12,12
562360,6,1
562360,7,79
562360,2,1
562360,13,0
562360,11,14
546844,1,29
546844,18,2
546844,10,8
546844,4,5
546844,5,116
546844,9,44
546844,12,7
546844,6,6
546844,7,153
546844,02,0
546844,13,1
546844,11,27
562475,1,13
562475,18,1
562475,10,9
562475,4,2
562475,5,20
562475,9,28
562475,12,4
562475,6,1
562475,7,41
562475,02,0
562475,13,0
562475,11,6
507717,1,26
507717,18,0
507717,10,22
507717,4,4
507717,5,24
507717,9,25
507717,12,9
507717,06,0
507717,7,93
507717,2,1
507717,13,1
507717,11,9
546917,1,24
546917,18,5
546917,10,11
546917,4,3
546917,5,28
546917,9,106
546917,12,20
546917,06,0
546917,7,102
546917,2,3
546917,13,2
546917,11,16
561070,1,7
561070,18,1
561070,10,3
561070,4,2
561070,5,17
561070,9,5
561070,12,1
561070,06,0
561070,7,35
561070,2,2
561070,13,0
561070,11,2
509078,1,28
509078,18,1
509078,10,11
509078,4,11
509078,5,65
509078,9,35
509078,12,7
509078,06,0
509078,7,100
509078,2,2
509078,13,0
509078,11,16
507628,1,22
507628,18,1
507628,10,4
507628,04,0
507628,5,18
507628,9,20
507628,12,4
507628,06,0
507628,7,36
507628,2,1
507628,13,1
507628,11,6
546968,1,58
546968,18,9
546968,10,15
546968,4,7
546968,5,77
546968,9,49
546968,12,8
546968,06,0
546968,7,131
546968,2,5
546968,13,1
546968,11,26
562459,1,6
562459,18,0
562459,10,0
562459,04,0
562459,5,10
562459,9,18
562459,12,4
562459,06,0
562459,7,26
562459,2,3
562459,13,0
562459,11,4
562670,1,9
562670,18,2
562670,10,1
562670,4,2
562670,5,19
562670,9,8
562670,12,0
562670,06,0
562670,7,23
562670,02,0
562670,13,0
562670,11,11
562653,1,7
562653,18,0
562653,10,2
562653,4,2
562653,5,16
562653,9,3
562653,12,2
562653,6,1
562653,7,27
562653,2,1
562653,13,0
562653,11,1
546992,1,25
546992,18,0
546992,10,13
546992,4,3
546992,5,52
546992,9,35
546992,12,26
546992,06,0
546992,7,102
546992,2,3
546992,13,0
546992,11,18
561088,1,11
561088,18,0
561088,10,6
561088,4,2
561088,5,28
561088,9,26
561088,12,8
561088,06,0
561088,7,44
561088,2,2
561088,13,0
561088,11,11
547069,1,18
547069,18,4
547069,10,11
547069,4,1
547069,5,67
547069,9,42
547069,12,11
547069,6,2
547069,7,127
547069,2,3
547069,13,2
547069,11,11
507784,1,8
507784,18,1
507784,10,4
507784,4,2
507784,5,23
507784,9,9
507784,12,7
507784,6,1
507784,7,49
507784,2,2
507784,13,0
507784,11,9
547085,1,15
547085,18,6
547085,10,11
547085,4,3
547085,5,58
547085,9,23
547085,12,4
547085,6,2
547085,7,105
547085,2,3
547085,13,1
547085,11,21
508004,1,27
508004,18,1
508004,10,5
508004,4,6
508004,5,24
508004,9,17
508004,12,0
508004,06,0
508004,7,34
508004,2,3
508004,13,0
508004,11,15
560995,1,6
560995,18,0
560995,10,5
560995,4,1
560995,5,9
560995,9,4
560995,12,6
560995,06,0
560995,7,11
560995,2,1
560995,13,0
560995,11,6
547166,1,104
547166,18,20
547166,10,42
547166,4,13
547166,5,259
547166,9,323
547166,12,111
547166,6,1
547166,7,504
547166,2,14
547166,13,1
547166,11,97
561045,1,8
561045,18,1
561045,10,4
561045,4,2
561045,5,13
561045,9,8
561045,12,8
561045,6,2
561045,7,22
561045,02,0
561045,13,0
561045,11,2
562378,1,16
562378,18,1
562378,10,1
562378,4,2
562378,5,63
562378,9,37
562378,12,8
562378,6,1
562378,7,71
562378,02,0
562378,13,1
562378,11,14
547204,1,42
547204,18,1
547204,10,7
547204,4,7
547204,5,43
547204,9,52
547204,12,14
547204,6,6
547204,7,66
547204,2,8
547204,13,1
547204,11,15
547212,1,19
547212,18,1
547212,10,9
547212,4,8
547212,5,41
547212,9,57
547212,12,12
547212,06,0
547212,7,107
547212,2,9
547212,13,1
547212,11,16
547221,1,45
547221,18,2
547221,10,7
547221,4,10
547221,5,137
547221,9,53
547221,12,16
547221,6,2
547221,7,156
547221,2,10
547221,13,2
547221,11,42
547239,1,116
547239,18,10
547239,10,32
547239,4,15
547239,5,191
547239,9,118
547239,12,33
547239,6,2
547239,7,276
547239,2,11
547239,13,3
547239,11,56
547247,1,25
547247,18,5
547247,10,12
547247,4,8
547247,5,52
547247,9,68
547247,12,14
547247,6,4
547247,7,102
547247,2,5
547247,13,0
547247,11,24
508152,1,31
508152,18,4
508152,10,11
508152,4,4
508152,5,75
508152,9,52
508152,12,15
508152,6,2
508152,7,96
508152,2,12
508152,13,1
508152,11,22
547263,1,145
547263,18,17
547263,10,44
547263,4,30
547263,5,308
547263,9,234
547263,12,73
547263,6,5
547263,7,563
547263,2,11
547263,13,0
547263,11,104
547280,1,173
547280,18,37
547280,10,59
547280,4,27
547280,5,507
547280,9,238
547280,12,67
547280,6,2
547280,7,770
547280,2,21
547280,13,5
547280,11,142
561029,1,10
561029,18,1
561029,10,1
561029,4,1
561029,5,18
561029,9,10
561029,12,4
561029,06,0
561029,7,25
561029,02,0
561029,13,0
561029,11,11
562327,1,94
562327,18,2
562327,10,1
562327,4,4
562327,5,21
562327,9,22
562327,12,5
562327,06,0
562327,7,26
562327,2,3
562327,13,0
562327,11,5
547336,1,593
547336,18,58
547336,10,138
547336,4,107
547336,5,1867
547336,9,503
547336,12,158
547336,6,13
547336,7,1942
547336,2,43
547336,13,26
547336,11,573
507644,1,4
507644,18,0
507644,10,0
507644,4,1
507644,5,17
507644,9,7
507644,12,3
507644,06,0
507644,7,14
507644,2,1
507644,13,0
507644,11,5
562599,1,6
562599,18,1
562599,10,7
562599,4,3
562599,5,14
562599,9,29
562599,12,12
562599,06,0
562599,7,35
562599,2,3
562599,13,3
562599,11,3
561037,1,17
561037,18,0
561037,10,5
561037,4,1
561037,5,3
561037,09,0
561037,12,2
561037,6,1
561037,7,27
561037,02,0
561037,13,0
561037,11,5
507652,1,2
507652,18,0
507652,10,3
507652,04,0
507652,5,8
507652,9,8
507652,12,1
507652,06,0
507652,7,23
507652,2,1
507652,13,0
507652,11,2
598640,1,7
598640,18,2
598640,10,4
598640,04,0
598640,5,3
598640,9,3
598640,12,1
598640,06,0
598640,7,10
598640,02,0
598640,13,0
598640,11,5
547441,1,52
547441,18,3
547441,10,15
547441,4,15
547441,5,98
547441,9,45
547441,12,6
